id,os,os_costOnly,os_decay,os_evidenceOnly,ts_decay,ts_decay_stop,ts_flex_decay,ts_flex_decay_stop,ts_ratio_decay,ts_ratio_decay_stop,ts2_decay,ts2_decay_stop,ts2_flex_decay,ts2_flex_decay_stop,ts2_ratio_decay,ts2_ratio_decay_stop
82,983.8760474675262,1649.4742653634164,875.3927586903595,1119.7518073528415,958.048987424975,920.9890036396471,919.8724326362691,919.863193923191,1028.856268551025,919.8468264946671,996.312803561427,921.470656021331,842.204853712471,852.6537356863511,983.5229962375371,917.378932226679
83,800.4667695763758,1500.6524234245194,785.5374052826813,1331.3384070753818,878.3561515218867,879.3208013702507,866.4415800844769,866.4152540090008,1080.0243149193648,877.3070692438569,1132.2351827162788,879.3284873703867,769.7645842234349,765.9308735172608,1104.953525997373,847.7868544489148
86,1038.9620163887516,1544.664354245767,1040.954279384572,1229.8032409501948,1033.2979851826124,997.6615047339264,996.0219726820093,996.0152470094413,1167.9902812698392,996.0153224371533,1182.9399757890765,998.0323320087984,981.5646904532092,979.0632975157413,1146.1534280157193,996.0155773229812
87,1148.563308068039,1657.1300666359082,1129.2002983699988,1225.9998522788073,1104.7675694722218,1096.2128830416898,1088.271178566779,1086.191384022987,1155.470802702469,1094.225965220267,1157.2033395663977,1091.5857772295578,1092.270761222247,1083.4155194078971,1156.655148495171,1092.795868541547
88,1239.2494997364308,1477.0987573090697,1238.2406070364152,1398.1571092670865,1226.6978934795902,1102.8466660669542,1140.8116104803557,1125.3174824171917,1258.2575288800538,1127.4559922255619,1105.7611222438122,1144.773005900022,1132.9821720110099,1117.9064410587678,1136.8059216362437,1142.7454425328299
89,1082.889787658657,1576.502713399571,1047.9596690877706,1323.6976008194033,1018.0357972822151,955.3831218327931,961.351172420809,959.803349375059,1199.6129957673352,963.0242173024111,1203.382955617319,967.807372225575,941.592109297639,940.6040679449751,1063.3108881573633,961.127666959773
90,1236.4249845297365,1677.1786231316241,1238.440235934965,1381.3527378195813,1233.2516630673342,1250.8608611106042,1229.874159986123,1226.361748563567,1256.942617464989,1249.960018083677,1274.6880257361322,1251.9808598276522,1236.858451330421,1209.827886672171,1280.335113843521,1245.020772653487
91,914.6957807208727,1286.0013937038648,907.7011630992928,1143.7000336823,843.7633409445683,824.6803071607864,818.8034160602925,811.1422995489165,948.4394071017646,827.7565420540946,926.3175010393603,835.8981902435603,813.5099533781046,809.1415508362326,945.2704923033045,833.8609595864566
92,1292.9007083283866,1474.5235003993084,1277.3937549066916,1469.1863160363775,1264.5828272736876,1095.7514698452915,1101.6942911446681,1101.6942911236101,1297.6556694291,1101.69429675032,1155.3117412253796,1100.6463332427616,1094.121118564702,1094.1445555167782,1157.426434021476,1100.9654108253621
93,655.0230016310338,1154.4804885229626,624.9026229465968,1140.8035208610572,517.2897554539409,531.1032342063789,522.2824332262081,522.3503397146301,761.2702023616441,529.2224013016541,771.6603650412289,541.709691917255,549.5950297078282,547.8623095925941,763.7071011942701,548.2575210134181
