id,aq_total_4,os,os_costOnly,os_decay,os_evidenceOnly,ts_decay,ts_decay_stop,ts_flex_decay,ts_flex_decay_stop,ts_ratio_decay,ts_ratio_decay_stop,ts2_decay,ts2_decay_stop,ts2_flex_decay,ts2_flex_decay_stop,ts2_ratio_decay,ts2_ratio_decay_stop
81,82,7168.292097274649,6021.132704781916,7295.005623664747,7765.134525955302,5274.633301378155,5755.967376854635,5399.315417192801,5749.805079422873,5464.334743281861,5755.455270045467,7585.299908268302,7216.617838159339,6150.9131034175825,6878.150895012738,6559.955018860736,7197.698953432265
93,82,10050.464970102086,6519.903895915158,10096.39963450105,10479.114969494309,6061.6047886721035,4716.712867542522,5776.493066141381,4820.654901138984,7388.238909938197,4717.695367211088,10554.675345293152,9734.245559303497,8264.282979355603,9765.54700806015,9304.388854709745,9747.881375090552
96,82,5694.001530994915,5752.193570597883,5696.027097580963,6083.0958797087405,4942.01406702888,5288.852718322334,5207.883291742949,5209.021265128608,5131.474389896938,5230.973023122509,4997.169670711672,5096.99954080161,5057.267970353194,4869.030103590364,4577.971120629059,5037.9295836728
87,83,6263.340261593669,6435.177810779295,6245.125175420028,6362.114055821701,5527.4928796629965,5554.122147638064,5667.772517302669,6088.397111602718,5625.836337262679,5551.765747925698,6090.598690299872,6207.810436649313,6147.772119821337,6208.442196753667,6079.263852658962,6208.266966081017
70,84,7497.366916322179,3707.864864325396,7950.717471079794,7830.203343017428,1937.17104397957,5308.219586172405,6341.1493561861635,5333.354399918545,6657.654275883763,5387.42041403355,8330.586679961409,6718.522850856498,5390.20000925279,6370.91594994758,6839.7161097931075,6637.072315745091
110,84,4893.580997648365,5200.524074814828,4867.150632228533,5077.4552611891,4132.480373441259,4495.176456884205,4290.749334007194,4439.032548073423,4719.080728721296,4491.680906054617,4550.503828267605,4633.518617728326,4522.294044740373,4623.396253365964,4645.279760724146,4632.954324932526
13,85,7193.614822171417,6985.213054283986,7204.633904222256,7554.649692469243,3771.5667486702982,6037.026570686095,5901.143328035576,6035.727638889826,5058.367232773894,6035.727788560836,7106.352213524925,6534.9302558615855,5193.054637337066,6236.997171731105,6131.242802424586,6510.880368045292
33,85,6637.367044481713,6166.701109339185,6724.846922441758,7140.477151523769,5428.074514620332,4845.472657508267,4741.059808113647,4756.481019252719,5945.824771905099,4798.3521172902665,6839.874304045713,6763.177051902799,6312.113571878751,6711.727732644307,6268.898918861037,6742.626127260845
61,85,9912.251723974721,9359.269654646976,9916.662510797933,10554.86905379325,7694.637193068217,7572.514610477345,7428.776251368806,7543.8697810770645,8581.289966349355,7570.464710749133,7008.875682284941,9641.423843832074,8790.693290183268,9637.474802367695,8605.856906034129,9637.860864073624
99,86,6512.77956928206,4765.198665553952,6514.548922364995,7082.991518395909,4133.144862740314,4325.5005539893,5442.729048170165,4323.096469771279,5479.051263714251,4324.302998100627,6852.34678127292,6579.812050507574,5825.401861676686,6483.529346696385,6173.9806716168005,6611.622937626715
