id,a1,b1,gamma1,sigma1,ll,model
77,-0.550491539634607,2.93859956491147,4.94707864675524,0.673213375369475,-3057.45783506681,"os_decay"
78,-0.530422306914673,2.76577104209845,5.54579394314954,0.680459153989416,-2205.41754484658,"os_decay"
79,0.0119060937781573,1.73829658252835,4.75423440400067,0.697202082270017,-2292.18798825686,"os_decay"
80,-1.20974648920443,2.81937490921808,4.99818397352552,0.664396728153087,-3276.64336715906,"os_decay"
81,-2.62901019231854,8.49091918413077,4.99294278382904,0.811760294065821,-3176.05908509095,"os_decay"
82,-0.63510615873034,3.3334990688851,5.43266118249726,0.829108279198661,-3125.63332229799,"os_decay"
83,-1.13628411555518,5.07153959241117,5.32333521376234,0.802913598422005,-3048.9520342114,"os_decay"
86,-0.516527601799413,2.3161969362229,5.14312073633389,0.805792584715413,-4030.08227454885,"os_decay"
87,-0.802779365979083,2.33077871861867,5.06401272565402,0.78803310133996,-2553.90451020968,"os_decay"
88,0.147513381328702,0.515032755232104,4.78901406243987,0.621229913843932,-1795.25204002425,"os_decay"
89,-1.12412512624927,3.12235949280412,5.66895441118611,0.72241807594013,-2214.91919272909,"os_decay"
90,-0.328070208775623,2.62047492487895,4.68283253211197,0.586631829853525,-2292.7683209271,"os_decay"
91,0.589738071566827,-1.01451401522562,5.22477186844788,0.948978831967062,-1829.83686301919,"os_decay"
92,-0.654267526880322,1.94441495166856,4.5331303830708,0.606081158368136,-2751.83684579871,"os_decay"
93,-0.583812554511748,10.1678548120125,4.84545840607127,1.01238769257129,-4731.71280349862,"os_decay"
94,0.0913966173084471,2.80552279208439,5.25420306541354,0.737592948068387,-3096.29035585041,"os_decay"
95,-0.175042847530301,3.38779072640187,5.11739929939579,0.850594620046983,-1842.93632027559,"os_decay"
96,1.46675706644497,-0.403045823578688,4.24698992195873,0.65345689403032,-2346.55211800139,"os_decay"
99,-1.84354130823309,6.00471418611592,5.40228115121243,0.632805095525438,-2794.63197027587,"os_decay"
100,-1.30950978862298,5.55781409384038,4.85200639623082,0.653886246048702,-3260.70272243512,"os_decay"
101,0.731653733749963,11.9216141390551,4.90776186743124,0.718326012210231,-2731.14805687608,"os_decay"
102,-0.0754288389285658,3.38233086597329,5.11371278629073,0.849202374798243,-2691.75084180213,"os_decay"
103,-0.268703184560411,2.02556621147226,5.89333415678028,0.544340670790335,-2521.459093599,"os_decay"
104,-1.13279440998123,5.37103683931845,5.16780716789093,0.820266709009511,-3238.81641081906,"os_decay"
105,0.0577049689354302,-1.14244514211511,4.80506717635594,0.702709213692659,-2684.50632951488,"os_decay"
106,-1.36283792379104,4.20738022063734,5.20468706794033,0.798754407223094,-3081.13085201155,"os_decay"
107,-0.528673320086034,4.61186900706823,5.05310877547316,0.773085449470409,-3383.66168905987,"os_decay"
108,-1.54799018457255,5.92001374190616,4.91836543940495,0.734537095245836,-2491.79085244119,"os_decay"
