id,a1,b1,gamma1,sigma1,a2,b2,gamma2,sigma2,ll,model
1,0.332929002020562,-1.19426176617364,5.14803859716966,0.719777577279757,5.52867202603377,19.4018786047031,0.00360310467573676,0.287495552981956,-2380.58518567804,"ts2_decay"
2,-0.86655545143764,-1.35397419200182,5.45451110135351,0.956265375846649,-6.07478728751144,20.4133081771415,3.92413874660476,0.782161500228521,-3184.90782767882,"ts2_decay"
3,-0.587401366081558,-0.968135954950178,5.09208507183237,0.852140031863885,64.8821740756215,-83.2513635813993,1.53452737448526,0.154566516614339,-2985.91851748096,"ts2_decay"
4,-0.053613942891004,-0.0480219427499001,4.81820135957845,0.189528219854814,2.21105832973547,3.30416923795156,3.17501600984999,0.959426225372786,-1228.6625820115,"ts2_decay"
5,-1.20821274957296,-2.63132365262461,4.96576629840699,0.863175966331877,-0.340077417373202,1.1797266784097,3.68902965998069,0.100466332624735,-2401.36790436691,"ts2_decay"
7,0.874172428611378,-2.67072773536436,5.35499358141736,0.733406407469423,-11497.1416560224,-11339.6405981373,6.5518683674792,0.618606274502914,-1976.20682513733,"ts2_decay"
8,-0.261019421599434,-0.100611450970944,4.67206214445538,0.736608917135962,-430265.117626821,432842.900136167,2.4871697820376,0.135900200860522,-3073.75988352229,"ts2_decay"
9,-0.843655537210257,-0.515819061448798,5.18796906698018,1.07718943913436,-1388422.20034929,-5864438.63620169,5.66666867723556,0.233382229618732,-2379.06178662411,"ts2_decay"
10,-2.46130941314276,-5.64442278578761,5.37339712722474,1.10669228061321,3.14114733810897,-2.27026939315285,4.55385400865347,0.300876412211424,-1967.60146934377,"ts2_decay"
11,0.102321459601887,0.671492891683164,5.81482679952388,0.547724478724293,0.176294921463534,1.6813328366971,6.64582745398375,0.356569032998719,-2204.81206865429,"ts2_decay"
12,-0.412612299303386,-0.310381222057813,5.043654615671,0.682436374140733,23.5218589920978,-10.4864637266789,3.2079927574548e-05,0.13488116916397,-2341.80114962036,"ts2_decay"
13,-0.474294597831396,-0.303009550179051,5.05861875196073,0.72574661174494,-66.9291996610749,117.670821838034,5.77843073330371e-06,0.083188719905507,-2911.13681490546,"ts2_decay"
14,-0.609132252879353,-2.63685233053652,5.90898919997971,0.780918442727257,-28.8707496476512,60.2598476082599,3.32753460821767,0.404291356455303,-3042.19444972567,"ts2_decay"
15,-1.19680446622993,-1.87933552337634,5.73607874905269,0.87666016421594,44.886619601133,-61.9667312115685,1.8491902854222e-05,0.155827670669838,-2686.14283642532,"ts2_decay"
16,0.14110285062362,-2.06146628750807,4.97318237849696,0.766534952086288,407.906714534342,-570.458619586041,5.39005004661786,0.658265148401724,-2750.87609799102,"ts2_decay"
17,-1.56022460399791,1.71959590960084,5.06622698485865,0.631298416258768,72.4943890320888,-885.607546548149,6.5841622596801,0.504700356578106,-3040.46268851415,"ts2_decay"
18,-0.324493443878913,-0.553086557786072,4.73351997371907,0.694116642337518,-17.686842394348,-14.0837183339946,2.03442669601382,0.0882352845648421,-2871.60155126874,"ts2_decay"
19,-0.155678275841055,-0.273814814635164,6.37996769956621,0.506070231074207,38.6271673455552,-30.7999680229309,4.29957430921069,0.460956863674497,-1236.55336810507,"ts2_decay"
20,-0.900414225470683,-0.238094617833458,5.63201142625974,0.74199428470854,23.5826160528086,-582.260721955297,5.77439795964598,0.21086591795435,-2585.60799606582,"ts2_decay"
21,-0.685904377144874,0.285809858625472,5.15548429953807,0.847808388335914,-47392.3943526798,47624.2168247056,5.96961778326209,0.186876741283925,-3011.5805679679,"ts2_decay"
22,-2.09825204735863,4.29899610391482,4.39865957990442,0.125687646609554,0.0019401758245772,1.83111093953917,4.64484896246611,0.599476051276061,-285.024603364762,"ts2_decay"
23,0.0087529005747826,0.104637804048758,4.56490620605426,0.217188562348916,1.84372518768276,1.78600193223177,3.60885225737597,0.990702283499874,-1496.88943026976,"ts2_decay"
24,-0.494234017106417,0.973659434543491,4.97163430876465,0.85378596827252,-8.10963327174389,31.0697841494386,0.00201921425577161,0.0564522905063512,-3537.98188588991,"ts2_decay"
25,-0.267095465126635,0.0164396765036826,4.7250753580539,0.716611564566363,0.0458329281980413,11.3034999441382,0.568673919159471,0.124247147525031,-2093.53327073438,"ts2_decay"
26,-0.271260115793532,2.92932264727774,6.51556760215944,0.560956993663012,-553.852218093097,713.551555237195,0.000144457611706889,0.564113008926036,-835.970078315646,"ts2_decay"
27,-0.886751345764673,0.186736364209693,5.40759467414149,0.634579335981781,1.51065868541839,7.50099639939104,4.44484015486747,0.632203627199417,-1745.85689828153,"ts2_decay"
28,-0.233715089027324,0.511070187657217,4.80568910111285,0.463660305097993,1.59909967362067,1.86353739905811,4.78022723821542,0.647209668047864,-992.354462207973,"ts2_decay"
29,-1.0622636839175,-0.932616187627518,5.4882350072556,0.817894304558101,-66.4331058036217,124.201822111867,0.000252990202600199,0.111593084351076,-2027.62622907742,"ts2_decay"
30,-0.794111989934269,0.74557218948467,5.75277246356323,0.964974806685924,9.57142791142408,7.25172788731187,7.14366081897442,0.275906126544506,-3204.14014277815,"ts2_decay"
31,-0.039620367409672,0.85031123973462,5.56641918867133,0.735888002469204,-10.0882840186449,47.076650154318,0.00424265685807637,0.421062379039897,-3058.02455650422,"ts2_decay"
32,-0.792046512911694,1.60527403907145,6.26844513665301,0.452303623795394,-25.6278311884827,63.5900249354288,2.1120305380944e-05,0.173401428149568,-993.959807133754,"ts2_decay"
33,-0.099410756671161,-0.618199721362123,5.47418115977904,0.661139449023491,4.35882109157836,-11.8489918411008,6.24702378424249,0.335624099217874,-2879.93035528976,"ts2_decay"
34,-0.293652081746739,-0.0282388419563136,5.15145178372246,0.726844837023664,-1019.25078111407,1065.21077270655,5.72166717853012,0.483957893319134,-1510.8477650513,"ts2_decay"
35,-0.598056288756604,1.92138223489771,4.83608067659783,0.718830678927518,-3.12085008967631,8.09354997144744,6.20046092450509,0.673959004718829,-3423.77798325819,"ts2_decay"
