id,a1,b1,gamma1,sigma1,a2,b2,gamma2,sigma2,ll,model
1,1.65725966966642,-6.53319295875577,5.32683683897317,0.422530414986067,-0.108863175674889,-1.7900107415533,5.0148014964336,0.64347063421923,-1865.51256325565,"ts_decay_stop"
2,1.56869023555341,-1.74226065550427,4.9271605809327,0.741902974036704,-0.266374299554784,-3.81667670038168,5.17383978001412,0.960708155331277,-3165.50808606771,"ts_decay_stop"
3,1.03612292176116,-3.37553302545171,4.90243466033862,0.50828861370573,-0.461230970186027,0.116665391638123,5.56741062689504,0.850473859211551,-2694.20147859929,"ts_decay_stop"
4,0.124190568976318,-1.04432064737028,4.96002360917538,0.735853583935506,-1189.40708070465,1183.50730966575,4.19435098633797,0.434420353091241,-1510.82526291092,"ts_decay_stop"
5,0.0586852540067596,-0.0788233216312564,4.41647480971716,0.206833268954998,-1.09750138601338,2.11915926095608,5.735982504008,0.801497186404572,-1835.4308227659,"ts_decay_stop"
7,2.58708078985098,-7.14994211689297,5.60733097519936,0.559262479772963,-0.304414031255708,-1.95520671765271,5.25299221215104,0.722535708258436,-1829.13377254909,"ts_decay_stop"
8,0.322116263083585,-0.204608123198671,4.35588378393862,0.325134975263926,2.5418779529401,-4.38569866628699,4.39825647207105,0.964531849332128,-2593.45869332046,"ts_decay_stop"
9,-0.268178637288187,-1.10975230717338,5.06517467391041,0.971913925040009,-83.8523002104209,111.272165133659,2.5436380546866,1.08006145093302,-2433.70563300542,"ts_decay_stop"
10,-3.72344054431697,5.66704730353267,4.60663710022749,0.450110618035113,-0.576568111471761,-1.31350166444583,5.74628923334034,1.0182043756535,-1994.75956592303,"ts_decay_stop"
11,0.656032124054443,-2.16240422096322,5.89947583515495,0.619396628544949,1.0283770560742,-1.5232144974945,5.87296943429528,0.638103495815591,-2137.17311641574,"ts_decay_stop"
12,0.0896674684942901,-6.39993711634487,5.15228655237392,0.408728582238998,-0.000543354046658132,3.07643813031163,5.51653456848615,0.694415926519952,-1613.24274676283,"ts_decay_stop"
13,2.22315817264818,-5.25514099178572,4.91628846652356,0.460398439160723,-1.2823469134248,0.981360352376252,4.90117000301605,0.780012335650129,-2494.38957851647,"ts_decay_stop"
14,0.836704601739544,-2.16173845758968,5.49884441310444,0.51310618786346,-0.246290071321192,-0.180702855506565,4.99648932457964,0.726627557900035,-3077.14751576468,"ts_decay_stop"
15,1.84153285395691,-7.14798558843332,5.48308720911161,0.58825784156803,0.0851614254465739,1.57899018999265,5.08478080231813,0.865230505542665,-2489.0009544743,"ts_decay_stop"
16,3.54664682935693,-10.4218843050467,5.43895312719851,0.481828563855375,0.50899014368905,0.464435699811948,4.34530596398288,0.800321849392625,-2303.2052601687,"ts_decay_stop"
17,-2.12699749497164,5.43202806762129,4.58393141223248,0.457314032755277,0.326663097905556,0.853647624330263,5.80781883744081,0.600415818912989,-2335.31428473759,"ts_decay_stop"
18,-0.00664478508724415,-1.40863884173915,4.74023500464138,0.417562392166283,-19.4281835635211,27.5688006103198,2.74624303024924,0.916699507476512,-2632.60480566176,"ts_decay_stop"
19,0.277088889088874,-0.139898757669346,6.17972403678776,0.43398040970602,-3.39173280142687,3.94544401739101,5.52740779673522,0.481671083788699,-1126.04041567635,"ts_decay_stop"
20,-0.0618558947290409,-1.97598656624707,5.64192957436673,0.617483457462545,-18.695359695464,25.2297010776776,4.69527532496805,0.788929806769542,-2499.39765100476,"ts_decay_stop"
21,-0.408274420540277,-0.0681732618749242,4.72541645777038,0.418854813701006,0.487033374953549,0.144403507511304,5.77321686408355,0.583067346605932,-2267.01951732611,"ts_decay_stop"
22,0.120787791902549,0.0930272025400756,4.51511338006515,0.515363288302305,64.4892719867288,42.481714088544,7.99995767078706e-08,0.24355356197177,-1090.45234121967,"ts_decay_stop"
