id,bkC,bC0_1,bC0_4,bN,bOC,bkE,bU,bE,bEv,bPN,bPR,ptr0,ptr1,ptr4,alpha,ll,model
1,-11.4147769105155,3.54873490971988,5.7268849852564,0.401083375603765,-0.319367874871428,-4.83928356290129,-4.92219163424592,1.17792701567338,3.6604117760206,-0.187824343433539,1.21241587600882,0.12546660439924,0.555153298098391,0.950374534074225,0.967974907903556,-485.808451337765,ts_decay
2,-9.02870105934363,3.03468919659535,2.05569228743094,0.352840814582951,0.892680126524836,-5.41951540755171,-1.44933290122284,0.360864946548217,1.79454624256397,-0.0845353640303129,-0.0174538883099066,0.35559349592398,0.95671318298727,0.739378655740685,0.999999995007253,-536.659954334562,ts_decay
3,-69.8750147083925,-9.31500414253036,63.2082489103925,3.61440506302825,-6.8165473231781,-4.21411437117002,-1.1498173417766,1.12177111485434,0.626622740245008,-0.0816240722314523,0.194320774834711,0.15935220388029,0.70185910334461,0.91184459556048,0.999999999388414,-561.710114970787,ts_decay
4,-4.90174154109539,0.921667182950281,2.25968248586571,0.224707209352194,-0.240919603388663,0.341672248700879,-5.01234309107782,-0.420534666597397,2.20167764035576,-0.20269465408434,-0.383206501767676,0.482067991069091,0.596806779432205,0.891301597007208,0.999999999096244,-657.910755485202,ts_decay
5,-13.0551051878692,7.70356953423141,8.36644987008548,0.534956059682861,-0.357439400379365,-3.39949252059689,-0.563504155984616,1.79202541635268,0.203589073793584,-0.36204420691194,0.0782021071468444,0.120987045956401,0.333487218447645,0.999999983187558,0.999999997844788,-559.436145101947,ts_decay
7,-4.84497633635453,1.75130597435117,0.823931878928665,0.0464520046692928,1.06449686962352,-16965.7198640148,-13628.2178224383,6685.27333907907,9225.67079380866,114.490103260365,-2221.32891209042,0.200041974919664,0.554207756893907,0.750773117553839,0.957941961200898,-532.672273034963,ts_decay
8,-16.8345196328623,4.98809792311418,10.542789584532,0.644172013922637,-1.0725789420691,-4.21208860201457,-3.44493088057351,-0.376428973244608,4.64483333813752,-0.149967022753429,0.118549395723195,0.0833869109854467,0.693533292456481,0.654394009234667,0.937274440841325,-487.690017508052,ts_decay
9,-67.5526709103082,62.9593199828008,61.7074501642941,0.443801464675332,-0.539483467010398,-4.26012516455972,-0.386368377880374,1.27000134861537,0.37249711836479,-0.141318559513988,0.742718438926237,0.607339478572933,0.987033396698534,0.605509466802733,0.991756599877531,-579.607321258204,ts_decay
10,-17.62883726975,10.4424523365242,13.2581750400477,0.828412046668464,-1.32614190264851,-4.56867092986376,1.11549206541496,1.3583134184913,0.22078283117634,-0.127196630977701,-0.647946930913097,0.17199188331773,0.911249301978184,0.988748233849879,0.999999991495471,-573.533674195102,ts_decay
11,-7.33069051143246,0.583804354951589,0.0753659670512134,0.337282745912738,0.332682470931229,-7.17492773891306,0.137396572908447,2.41114974032777,0.239767834895163,-0.107236772345762,-0.157699691533117,0.557808078254275,0.903729560021302,0.999999694758409,0.963408899332089,-497.614908321665,ts_decay
12,-17.8635703517098,-11.4508471008967,12.4836170664233,-2.77813149052391,7.97596243432572,-4.82498140703929,-2.43445617250597,1.89321039636791,1.49084772489542,-0.221463176872011,0.437032543710661,0.0673093298131581,0.999999985660177,0.975062284034162,0.999772728537618,-380.765968633575,ts_decay
13,-48.844373122747,29.0506275977173,-43.2128262351706,2.45031184700547,-13.9435140345521,-5.91196253389946,1.23329400290442,1.31630477507214,0.507624581390616,-0.10420041740741,0.536473722139429,0.0812761619545632,0.933030341663981,0.695102872730014,0.993087906552001,-529.959827387691,ts_decay
14,-11.5672990816731,3.05720202219244,5.5318126471087,0.368343779793211,-0.290751838091381,1004.28293139126,-2498.90487932667,-520.437753267169,1288.64527269897,-0.0244424067936471,0.446737235921769,0.140039209405397,0.397398076509787,0.94604778941845,0.938140309824795,-469.070079225483,ts_decay
15,-14.5309060090256,7.18937874568741,9.12962906869059,0.682704045482402,-0.729266233701709,-4.42587043319381,-0.964984021799776,1.08512305581957,2.02476502787614,-0.399041490916138,0.992846202030975,0.178841851552287,0.594533370357808,0.879951724244993,0.999999988795843,-530.273127192762,ts_decay
16,-170.357474013878,6.72042004582237,165.733120256101,8.87866648038224,-21.2894886123427,-2.68515437237635,-1.42052163004393,0.350797777774638,0.90052666027491,-0.0939720100072213,0.240779866277884,0.287489121762684,0.901012323399556,0.99999882153929,0.977009046375355,-622.028316971583,ts_decay
17,-11.5990704716703,-26.3643331105361,6.28292690852037,0.423947143948621,0.342322394945778,-4.91204068514959,-0.774835154351662,0.847814191449109,2.06174205591857,-0.102243978739195,0.581230408457265,0.0568054111996482,0.272160309363844,0.931254326331419,0.941276748904286,-515.661706037533,ts_decay
18,-21.1553974384579,-75.5116926271166,-213.886463731287,0.997629322552862,32.0611961804605,-2.32324840711049,-1.86972904251116,0.237233877149511,1.82790711670454,-0.133526212394188,0.212957345853402,0.0868544811172229,0.311868825427119,0.999999958916998,0.965632341138922,-536.423929992922,ts_decay
19,-108.545612032679,100.66481812023,-531.810500626509,-14.2566002447187,146.021214010642,-4.98938457564756,-1.17843230130896,1.63111800187437,0.782934647035725,-0.10323824040013,0.749986047319901,0.704184671543029,0.839378325787827,0.967772992996656,0.967870549206488,-481.49694246066,ts_decay
20,-5.99809991852849,-0.832375259383882,0.200063059556197,0.211542987744742,0.380938731051202,-9.28524792178496,0.709366974041445,2.71258547606718,-0.213808355170342,-0.0784749050051224,1.23775662157454,0.319315550301524,0.991430287376161,0.999999438481346,0.959638279951823,-528.183000197578,ts_decay
21,-33.4489276140048,15.4087710396291,28.5915336560341,1.6431926235235501,-3.82813307941304,-2.56723887813072,-4.23748858600434,0.920614208473009,2.5335238690913102,-0.176285550792211,-0.536775731106636,0.122613932043124,0.999999984593139,0.789909657833402,0.978199792332386,-472.720550828977,ts_decay
22,-5.3496590118341,-1.20697461907077,-10.5431918583321,0.333307026371742,12.9486131743443,1586.84854848804,-1787.37339755642,699.33215240673,470.529586331847,-880.704893005015,9.16283227310767,0.338293795080073,0.684383732749033,0.999993517634435,0.968629195177166,-417.595767105783,ts_decay
23,-5.70797516441545,0.678019386842079,-1.80365715999147,0.357398003075948,2.68808374758824,-5.62629851763376,1.6514304912894,1.72220039759244,0.0320102249101042,-0.622958127681393,1.4130495701188,0.410152949112831,0.538654542686937,0.999999945310066,0.999999997235491,-553.989517284116,ts_decay
24,-39.6463186130592,25.715259809013,-0.712334831266676,0.0344360046387797,5.13751084209543,-3.32334504332713,-1.31124941374822,0.320239860089808,2.17845406244308,-0.0801299975368076,-0.363549306043476,0.0485449032001956,0.626051144297755,0.791727595839375,0.943057816804368,-484.063303016383,ts_decay
25,-8.26885253997341,2.20834467655376,3.69887620982653,0.255304749069346,-0.168297950157517,-4.16947346010551,0.0539872633965246,0.990754442544128,0.18148086471572,-0.181813780588505,0.236366423469904,0.319142447528177,0.833396128507949,0.999999110311958,0.962460604474585,-609.835750124788,ts_decay
26,-4.41074125202846,-2870.57340718097,-9725.73779494482,0.350304136029548,2207.15115479486,-3.70723698232888,-2.90629679211071,1.21260137814907,4.31409559173824,-0.229027229130234,0.585376014285403,0.964426633087382,0.629554340006159,0.939670468541007,0.908637460165666,-381.692407394877,ts_decay
27,-4.58451718765322,2.02493847569686,-1.07485925490741,0.211090917017463,0.987953257810359,-122.930122365315,12.0688573189435,92.9265668905636,-8.90288505696082,-0.105251240561181,-0.232602582817373,0.497785893548509,0.999991581713707,0.999998412113318,0.261198640100594,-548.840294291456,ts_decay
28,-3.41369166221404,0.633542642053921,-0.855153900177147,0.233020291675678,2.6191955162217,-621.378065181818,-236.713268599147,728.627649857145,580.75610115632,-596.855512028568,604.798649891781,0.463636340119237,0.569152917304763,0.821026309893672,0.974152798312032,-468.440904171855,ts_decay
29,-4.85760013931943,0.465668383914579,0.427956388626251,0.190096383026165,0.298974599769873,-1558.84297180176,1029.77758413354,785.273497366918,-517.740513532528,-0.043020977153647,-2.03768788796296,0.320247939704233,0.847244944003754,0.84499825374115,0.924109905726491,-441.014706137283,ts_decay
30,-10.0076953103648,4.73209671770947,-15.1734166114578,0.313929146465328,-1.39355088051618,-3.06735347899373,-5.47819626901598,0.406674147881192,3.10647004057133,-0.0388395390181868,-0.549531493165198,0.321873766305278,0.999999721955162,0.79678955035128,0.938129391260611,-473.225251057812,ts_decay
31,-30.1741083021145,24.5890490608566,26.0517931844536,0.103727344702724,0.157043310123748,-2.19443964681582,-2.53379016729383,0.398501647890944,2.17459725797878,-0.201730837400737,-0.284082414779786,0.0384579284936955,0.574308720672261,0.967235755625962,0.993522277422653,-470.883433187598,ts_decay
32,-4.90495958316688,-1.93599509717901,-0.324389982446597,0.20235998847571,1.23809115462676,-8.16167363968445,0.363335582019769,3.54333029956934,0.381895732798268,-0.0654917878384148,0.191843841899316,0.459046140442765,0.702544649216423,0.99999998679662,0.979670342436556,-460.76947778398,ts_decay
33,-7.11781921457508,2.08043839970429,1.367559636335,0.108196946511897,0.235863606746529,11.6758450624253,-52.4733637651882,-7.64927413894731,28.1949194037638,-0.0882610140108745,0.619247749568951,0.113892297675216,0.460921841209513,0.970585598216807,0.835481606599579,-445.043132106938,ts_decay
34,-4.31373403382033,-0.870840664807309,-9.72050095899988,0.110141988020166,13.0805808882992,-655.889416499683,91.04581068766,372.303632919153,-22.3304550566107,-47.9166425404222,0.281700699619157,0.256389699316518,0.954318004099068,0.953758011977481,0.969021447340435,-381.806066948848,ts_decay
