id,bkE,bU,bE,bEv,bPN,bPR,bkC,bC0_1,bC0_4,bN,bOC,ptr0,ptr1,ptr4,alpha,ll,model
96,-546.517139743153,-8.71288179532599,60.1875401518738,5.34919492983293,-5.66129642058299,475.09998253852,-5.02411174627657,-5.23149189194244,-10.0431725008713,0.401770326366237,14.0239117384551,0.161616570738789,0.485898273918372,0.750246255952843,0.423057859257165,-480.464480125885,ts2_decay
99,-403.474711234628,92.5577703107419,374.486154612958,-84.2591455940843,-0.155905977713682,-0.958795169195665,-147.962152093777,52.4768607815233,82.6753897295507,19.8222921860522,115.133732305386,0.0126059550552869,0.0414469101831865,0.0647863330041307,0.0699986445362867,-534.107542301266,ts2_decay
100,-4.33998516472332,1.03211090150254,2.18729803754565,-0.116146253945903,-0.587856525190383,-1.32554886148933,-644.982596912875,448.103462988554,627.954151584166,64.8024176332908,-154.475754203277,0.0103391106124921,0.128795106177681,0.297379283478477,0.888418897450658,-472.756373342309,ts2_decay
101,-3001.01489558336,1976.73510578396,2890.73819125718,-1901.97656691526,-0.494410228162578,-0.0839096505413234,-9.55220186973028,2.38558071933619,2.03692497357475,1.73599714807912,0.557469178552704,5.30191578592198e-9,0.999996635305914,0.785888380947126,0.0378040812764498,-186.760187348722,ts2_decay
102,-57.6198899227831,3.77059191297353,37.683825362875,-1.69833611977997,-0.130675356065693,-0.0232024995299667,-461.906729296771,-33.7846589332001,-141.300495407195,115.053271205256,90.1437190794285,0.0685851606411073,0.149436177608669,0.266340236771426,0.352541119386084,-573.772683879509,ts2_decay
103,-7.51889730440306,-0.0595078081475709,0.655919345143046,1.20956225467276,0.00659424056887259,0.148418815309064,-310.074229164727,-220.778751615967,-109.421384509258,58.8257152101377,-34.9856604466536,0.00553839548664714,0.0296805871067486,0.0780087213870279,0.93138104868246,-461.153331879785,ts2_decay
104,-10.1283001074698,3.48796939795578,2.57476401454272,-0.563259069539565,-0.308076131800949,1.28080602147391,-147.680239487651,91.7642974525814,130.600981963956,16.6916157629509,-32.7613802447249,0.0571362319942424,0.17141128428754,0.258942806230766,0.87271395359902,-591.167277045737,ts2_decay
105,-5.14056709718529,0.739387267469614,0.907968202812637,0.091592315488252,-0.0944671435334887,-0.255723034768547,-330.396511703798,-781.990636455173,-3509.95267254219,34.9670065223389,2188.20242801483,0.0251547026395157,0.136736750158074,0.110291935094197,0.994782178873779,-614.670979105214,ts2_decay
106,-227.22299704533,134.308164565765,154.668754136142,-90.7807505607881,-0.113229722599702,-0.0280679106254779,-265.659362602806,14.6644967302257,-96.5084278835429,55.7112943437988,70.8986139864598,0.0374140267185405,0.0980842914758305,0.147988787757095,0.322615625130467,-565.533420386313,ts2_decay
107,-4.67558266409547,0.744024196523014,1.3255057112243,9.96025185659715e-4,-0.113804748328419,-0.892314226519477,-393.250665161924,-438.745077776909,90.3536824421232,25.1971823810967,189.206879725707,0.0356710053374461,0.197609569659867,0.157350111203516,0.896115667873976,-572.405842161438,ts2_decay
