id,bkE,bU,bE,bEv,bPN,bPR,bkC,bC0_1,bC0_4,bN,bOC,ptr0,ptr1,ptr4,alpha,ll,model
1,-5.48940055507196,1.11629470066796,1.68534377166494,0.188737860382661,-0.119512528116024,1.06297272732885,-21.7303248120047,16.7358012396383,-29.6330263700308,-9.15855262799466,109.571599899429,0.846843616490352,0.99999923182621,0.999999466597234,0.929625417815913,-483.414035928562,ts2_decay_stop
2,-1.03101311543441,-2.14062121448325,-4.2781845783596e-5,1.90108463102181,-0.106611140543401,-0.759462869782379,-15.4598327021622,12.2866662061313,12.8337062328049,0.759781214053159,-0.450806050658309,0.783951918219164,0.999999890165572,0.999999880861197,0.999999980849322,-569.282967853564,ts2_decay_stop
3,-2.25958276761817,-0.440535618264799,0.741384185532096,0.447137161772492,-0.105227402140771,-0.0333098830478722,-2.63562343466425,-1.2564017682808,-5.94591696503291,0.0952231767431617,6.81464288128422,0.99999995621983,0.999999971713999,0.999999981801177,0.999999995017576,-559.634007705948,ts2_decay_stop
4,-0.653407171569836,-1.3224002469103,-0.136134461133585,0.734850121347831,-0.0931141170141762,-0.171769463736918,-87.4607850708325,9.39414203689169,-2.8132563363415,22.1656667592163,39.1697615051114,0.977067634226511,0.97015222277919,0.140583753497371,0.999999986775517,-643.369051479688,ts2_decay_stop
5,-1.38898394345036,-0.0332862775735275,0.648628863779577,0.0514034842067299,-0.160718542208521,0.234999451518314,-3.23992677706851,-6.46707796676852,-12.1788632408219,0.117467474265042,18.8009297856093,0.999999846143859,0.999999925475159,0.999999921995256,0.998059806482768,-538.470250020408,ts2_decay_stop
7,-2.19330139145222,-1.4616196892749,0.390454378106314,1.53629636166151,-0.0486254271249452,0.27731260267102,-21.1541140195492,-5.68060483879637,-81.8464575309788,1.01747447052119,127.537729323274,0.752909472443527,0.999999886600174,0.999999889441247,0.933416860216652,-527.374276782122,ts2_decay_stop
8,-5.13256324335517,-1.88250064388733,0.152129205469734,3.26126221029614,-0.120597067105732,0.455766680199523,-36.5431329395001,45.0525366917151,39.6899382508394,-2.5986191579685,4.03563243832201,0.931253616463191,0.672346895080384,0.476379919503377,0.999999335925266,-481.702324500285,ts2_decay_stop
9,-3.09359600339978,0.672410278284482,0.880431304453038,-0.0349345896702716,-0.12328749065593,0.382174625633036,-4.93397368090826,-1529.57365929349,-9191.17637429856,1.5773859039902,7659.86558820261,0.999995594950153,0.999998387835243,0.999998913630327,0.96204907444835,-563.339479292229,ts2_decay_stop
10,-2.71832173508861,1.47087309251479,0.93053200013297,0.292514735901366,-0.118001720935304,-0.565392783602383,-3.03074852472339,-8.53710157021519,-29.107654085945,0.140351061166982,35.5786033333785,0.999999965062138,0.999999983841616,0.999999969771947,0.963376208011749,-507.468165499697,ts2_decay_stop
11,-3.4182803961944,-1.73960402289976,1.21669758212893,1.07527545873246,-0.0607861999893631,-0.152061607234139,-2.78922786867801,-8.06960136046223,-27.8639251374184,0.448479574529907,25.1192397068064,0.999999906640259,0.999999907777073,0.999999905091554,0.904925165914223,-479.156700066815,ts2_decay_stop
12,-3.14270996236503,-2.59579967185825,1.38682784115289,2.66335730221861,-0.224214725683337,-0.146282780390944,-2.41913936757984,-13.3630083874291,-69.175211354048,-0.0341815461786702,60.9911998632263,0.99999690160469,0.999996645392015,0.962048015548597,0.978002690369789,-317.073597967679,ts2_decay_stop
