id,bkC,bC0_1,bC0_4,bN,bOC,bkE,bU,bE,bEv,bPN,bPR,ptr46,ptr28,alpha,ll,model
22,-9.03709631660847,1.91331996221409,-5.89463240388597,0.961235996887894,13.3523757172,574.069463891318,92.818494425366,94.9563601677204,-26.8009555216282,-192.493883714043,-116.659825118386,0.665889925914935,0.539445126075312,0.999999846569387,-421.15072968774,ts_ratio_decay_stop
23,-6.5624737005089004,1.76937611265364,3.11392568270492,0.831825075662963,1.31687360413299,-2.01309216998017,0.74566228222448006,0.681376505539663,0.394206364257862,-0.458393075748765,1.32893456132512,0.796452913535011,0.883772552121979,0.990136158824788,-551.680265927788,ts_ratio_decay_stop
24,-4.51479985346106,-29.9045879607252,-113.842876107967,0.142188048747885,172.898415965343,-4.12919500992071,1.12810569502419,0.658378200004957,0.57501991558988,-0.0645686820716286,-0.099824727888669,0.999999994090159,0.999999971066969,0.924893694047301,-472.819426725554,ts_ratio_decay_stop
25,-2.52190991478442,0.454999668070395,-2.38267361177026,0.128719625578821,4.79212942699033,-2.52382250325762,-0.382141331520013,0.524155247971533,0.250364589304616,-0.119621670832601,0.243879059637335,0.995997389989727,0.996318500610029,0.969027754900779,-609.172919080339,ts_ratio_decay_stop
26,22.8497083174999,-22.3156020385999,-26.1908818103014,-0.945223532744986,9.40466404855277,-3.77799134623596,-1.25356522927632,1.48963319479469,2.68436555753863,-0.178938191674875,0.490532358427443,0.999999998513018,0.996676634110964,0.916413144465632,-385.244962401114,ts_ratio_decay_stop
27,-59.5440927192771,77.3284794500307,-207.597636644141,14.7398970730453,187.014529200269,-1.49801419320779,-0.538369954054817,0.983811415608008,0.0794916226576654,-0.143634358801848,-0.376210997844116,0.99999998770182,0.999999857648016,0.931158972410022,-542.342354781833,ts_ratio_decay_stop
28,-5.12205226826661,1.77781470427392,3.30873638508366,1.4121530386021801,0.692461991266776,426.658764276062,-1151.29026141632,475.060861007789,1201.98559648764,-854.80091047213,711.193881062991,0.699511100976256,0.708574334259658,0.968707226030189,-442.988327821689,ts_ratio_decay_stop
29,-1.21304449099136,-113.149259258171,-309.277059619783,0.13178671774776,386.397096073674,-9.49428753057044,2.94780607285025,5.07598794909784,-1.41776915700717,-0.132498905082067,-0.686230471994782,0.940488670501068,0.960758963986231,0.910508914704465,-431.700004245983,ts_ratio_decay_stop
30,-1.0744439028211,22.0913292007707,7.21590931636073,0.0266931353309609,-1.39253826787284,-3.20353492741882,-4.34454846969447,0.549694092131942,2.46312760538989,-0.0453472492338337,-0.493743251821655,0.999999997606436,0.996887153902486,0.974766661491045,-453.647185786712,ts_ratio_decay_stop
31,-3.70941677701136,-6.42614445973559,-25.2796521595453,0.06794279164287,36.4265947162162,-1.95161153246099,-0.0906966432433353,0.360450383646352,0.834389338162193,-0.147333289087659,-0.282034289579681,0.995656013113841,0.999999998541995,0.946550020010478,-455.943281789188,ts_ratio_decay_stop
32,0.11090845566468,-10.1449143579485,-21.929397209311,-0.0117517469880595,37.0272733478259,-6.00946403901653,0.99855749075203,2.68190578967081,0.085307806830036,-0.0964195402785922,0.045233303037152,0.951505104590877,0.988244948646891,0.942372745582029,-453.045586999581,ts_ratio_decay_stop
33,-2.19787248917607,2.45938192128715,6.68089698624176,0.0141637393336284,-0.666792989499823,7.36623870201311,-50.0016183907125,-5.51820951714247,27.0634849327559,-0.135338586562572,0.558417628771461,0.968797040821747,0.992836852912522,0.837278955750728,-448.231545597335,ts_ratio_decay_stop
34,-1.78015761975311,-121.882430282537,-409.644582512154,0.0295528166175145,513.911349358947,-0.767012743272283,-0.665272026908232,1.84892218368104,0.519648775864886,-0.360241731089942,0.914873845496159,0.999999596402515,0.999999557652215,0.999999910152258,-375.823627251504,ts_ratio_decay_stop
35,-4.2383796578981,4.05639209421592,59.9030507275085,0.194882586010203,-2.13180784253536,-3.12440546876996,-1.10265138109976,0.814962238907478,1.91664442880443,-0.166730534545717,-0.169789633359351,0.994425968520905,0.993967782671635,0.849474218413362,-489.416983860317,ts_ratio_decay_stop
36,-7.68239094077558,7.42454985365174,17.8724877524075,0.18434250347883,-1.94556703671866,-3.28564634719283,-2.62159125861103,1.09846847580995,1.4755586932468,-0.114792264968163,-0.0614613527217517,0.999999999550842,0.999999999627081,0.986274177755841,-360.372274240514,ts_ratio_decay_stop
37,-4.51744021174077,2.93315787926146,-1.59513446921899,-0.315005356103759,6.12281370536405,839.174795929696,-2165.21015535703,-514.683762699743,1328.45778474911,0.130066131779835,-0.890679021455863,0.895193007611578,0.941706896321583,0.624831553281176,-286.337320382542,ts_ratio_decay_stop
38,-1.28958816004811,-2.8869803656737,-10.7768357837665,0.0280359891467477,6.7667417196598,-4.34966852297787,0.301375486091056,0.873392595944492,0.141146792836887,-0.0951141314713632,0.68149439813043,0.999999997008363,0.999999740089184,0.999999995211957,-558.015940412442,ts_ratio_decay_stop
39,-5.34938715966764,-4.76991951460121,-34.7952430827103,0.521167028499711,23.6727926411285,3.82023542583102,-1.06003436355659,0.628331443380099,0.179701518465357,-1.04396629174397,1.49529194236997,0.900788757837742,0.760220642067737,0.999999987260341,-467.047499836234,ts_ratio_decay_stop
40,-1.68030942638962,-4.27778430758616,-16.3524209174391,0.177915331161275,15.796098169506,0.0847782653881344,-3.27397204432122,0.359670748735914,1.95325698897664,-0.182015813731876,-0.411921503781616,0.978799294552543,0.99999963612086,0.87553569862221,-485.577863185482,ts_ratio_decay_stop
41,-2.76390088169499,-6.4854909452694,-6.28438840713603,0.305300522608337,17.2058261281599,-2.95226631705438,1.15195131798507,1.19471412487983,0.0549478578382272,-0.284592293098386,1.04396778290305,0.79728988783328,0.999999966420042,0.999999997068537,-489.154494840162,ts_ratio_decay_stop
43,-2.25698786400353,-0.0669954858999672,-3.03814786967548,0.0532929846317703,3.5652571212775,-2.48897324815566,-0.552310827390333,0.709070983030737,0.595481038442519,-0.103674024442495,0.370362125264944,0.999999957412706,0.994834575302241,0.999999991667344,-583.537724521321,ts_ratio_decay_stop
45,-0.204363347991867,-8.71998020252776,-31.9494333287987,-0.00976575937877052,24.4602921077617,-2.7062843671409,-4.53561582748657,0.834324229961083,2.10646722660739,-0.0699029504906561,-0.78470655139571,0.999999999266835,0.999999998444182,0.942375386009702,-428.581865945783,ts_ratio_decay_stop
46,-1.96553949653772,-1.90353344812935,-12.4762059474024,0.115091348485943,13.7142360538629,-0.541165170274193,-2.18372470982479,1.30553503004683,2.37904913142644,-0.55533910960856,-0.346685291218233,0.936952304496039,0.896066386482143,0.88113659391115,-458.090624344912,ts_ratio_decay_stop
