id,bkC,bC0_1,bC0_4,bN,bOC,bkE,bU,bE,bEv,bPN,bPR,k,b,alpha,ll,model
1,-312.182319455575,-9.37428583094735,-24.0594333314458,0.00745522681784289,48.0918111136464,-5.57093862927329,1.22586542632612,1.72660260980485,0.130270328493792,-0.118091652181201,1.04768472568104,0.455524876366811,140.481828357374,0.925509627742988,-481.784841531083,ts_flex_decay
2,-378.024458232993,-39.1570720833244,-158.804350278388,0.0186554833291375,133.7187759969,-3.28982568078915,0.0410286754169372,0.423067819925317,0.769040039522334,-0.0844952918743584,-0.00553630695938857,0.612303359529355,230.494907501154,0.999999177073155,-542.099120414869,ts_flex_decay
3,-6.75635518799812,-0.694224164961737,-2.43554156058013,0.0186146064703687,2.6646727211874,-3.06693503291647,-0.210928678382932,0.876185373672755,0.374474609047468,-0.100011250685932,-0.0518866774098095,4.35092855313592,26.9935513195341,0.999999999527016,-549.182825295537,ts_flex_decay
4,-5.7941327905226,0.228082675234205,2.29665150028421,0.215719877868081,-0.0486724895744244,-0.883042880541779,-1.56368944087372,-0.143628721520938,0.845582567563984,-0.0991977702276879,-0.197348617515031,431.185615265807,2127.90227283079,0.999996885560861,-640.03924973895,ts_flex_decay
5,-118.480141656772,-9.69571312334554,-18.2396000459557,0.17261531998292,28.0769322857469,-1.4173499202327,-0.07331090392576,0.650422312675337,0.0541449643351118,-0.15929324597131,0.270540766829603,0.684204982445727,77.8264045070804,0.995759335935335,-536.845894426183,ts_flex_decay
7,-546.874219723083,-26.1505279343842,-106.05308001732,0.00176866850245348,133.337923223337,-2.19533083579517,-1.45276641232529,0.390740188523545,1.52911019278398,-0.0480856900685838,0.277809687692469,3.57096988635896,1951.72236283933,0.934173788052151,-527.406776729901,ts_flex_decay
8,-721.232064050233,707.900116209673,714.914610135815,0.75465948047861,-1.37408776953968,-3.829164778236,-3.67209389233971,-0.518077009680679,4.72828083949936,-0.146630359458433,0.0233849362912712,0.00434027573595087,0.697741114453662,0.95272300780038,-487.985781913376,ts_flex_decay
9,-9.00763329577353,-0.144168172188245,-1.05565225246945,0.0220086154762612,0.88744666117758,-3.1112670795298,0.681233364519116,0.887874737612082,-0.0365268254537838,-0.12697242747975,0.399460898196735,71.84676682258,642.229307206388,0.961810496361338,-563.229892347455,ts_flex_decay
10,-1078.96461354115,-40.6318956111782,-138.226394183768,0.660125627160356,169.039747300296,-2.73250485044379,1.47839997101704,0.926621030796632,0.293185805267515,-0.116060379232065,-0.572178801389597,0.21316543092698,226.963497708429,0.9634747105899,-506.175498964617,ts_flex_decay
11,-9.41296998583882,-0.55059124276363,-1.90289690744546,0.0307554765833355,1.71507317768032,-3.8033489908506,-1.47131716579704,1.3687266644777,0.990883372417306,-0.0657461681839229,-0.202549075887784,14.8924179782719,137.392608628187,0.902771401554614,-469.035629598103,ts_flex_decay
12,-6.8152419377412,0.250860731303477,1.29559662099297,6.36135944267543e-4,-1.14249669674203,-3.11652791695201,-2.59457707038162,1.40728880412722,2.66280733674841,-0.225355202652859,-0.188205018043471,-53.7073956997667,-368.466053048051,0.976707809296642,-323.281379909033,ts_flex_decay
13,-116.3662941824,19.8087319028448,101.902103912453,-0.23499723372159,-132.017509421871,-5.56683359346085,2.32764088138536,1.28684270835262,-0.126379669379442,-0.084361850076679,0.329629869022898,-0.848662784269682,-103.302825313141,0.969022861096498,-502.373039043817,ts_flex_decay
14,-8.05274899808111,-0.36406052695314,-0.947223334728106,7.51388339045392e-4,1.09281275112572,-5.65419112697615,-0.531300305425758,0.743843973699529,1.3792663719828,0.00425298046194111,0.0823525274751509,105.410389882565,846.596061229343,0.863698823205467,-464.377681041077,ts_flex_decay
15,-29.9978889677884,20.0628361208944,24.701886375243,0.922488810468159,-1.38326945907396,-3.42877649370634,-1.7755303423933,0.57456407685962,2.28519445349622,-0.25388356438401,0.766853179483544,0.151540177099769,1.66627083204395,0.999999995928853,-536.445494664497,ts_flex_decay
16,-1411.82493058023,-83.5620924394587,-335.96577377909,1.02796291399746,292.033330472507,-1.55784644653202,-0.378458263163569,0.243327059505145,0.704502515855721,-0.103780133831103,-0.0607192663030819,0.0930236476742497,129.383221192976,0.93391232812821,-569.271217051338,ts_flex_decay
17,-1209.32669385425,387.998226745456,1203.99214828253,3.61237046418832,-7.62822855619217,-4.59528618959781,-1.01330331733531,0.686966216144134,2.15560366322486,-0.0818288465096178,0.532847440684818,0.00455639369936622,2.62873605107419,0.943098319219764,-518.144503979604,ts_flex_decay
18,-73.179295026367,-3.82984609593274,-34.7715325227972,-0.173709995662516,1.82311137977576,-1.96313764783389,-2.38186860470925,-0.0112168034012411,2.10148729228832,-0.114255224108361,0.263918967078669,-0.785368088267393,-61.2908974128029,0.978409557367491,-537.464905892648,ts_flex_decay
