id,bkE,bU,bE,bEv,bPN,bPR,bkC,bC0_1,bC0_4,bN,bOC,k,b,alpha,ll,model
1,-7.80595307315837,0.713417508541018,0.853536634642823,0.00265452698638156,-0.0544513962107288,0.532481241874756,-1.80207086168354,-4.20036584058103,-10.966277103099,-0.0486901899943655,22.1590192022294,2.09210322179953,10.4771296966954,0.947988685983768,-479.4538405029,ts2_flex_decay
2,-5.78169976462673,0.395244190594688,0.093031902881677,1.05065843481003,-0.0479344201203211,-0.082041322358602,-16.6059525063187,9.00986384140362,9.801254373098,0.870328437561543,-0.0164598925823359,4.56445182895309,23.4686123274674,0.980305790685257,-502.350597257814,ts2_flex_decay
3,-7.38621922388426,-0.224543330619481,0.437418196182766,0.247425583039538,-0.0573166480664045,-0.013793884760332,-2.90700498871059,-0.620400994562839,-4.36738376876901,0.0923711994299132,5.49679101070265,1.84524550834835,11.3277953099236,0.999999996716384,-555.739789230309,ts2_flex_decay
4,-3.32102037721995,-2.63020240862805,-0.209454638226378,1.39428572850278,-0.109035532375079,-0.118776444754484,-3.95686290730216,-2.56044034486602,23.6944362799318,0.550386171047283,12.4115957565233,0.415265508977334,0.38956737365765,0.999999912349531,-642.010960398723,ts2_flex_decay
5,-6.51731841615205,0.0851240683756643,0.601403516963972,-0.0306807597294466,-0.00839688357832678,0.305915870701355,-10.9828839184374,5.45758188437059,5.43677098953032,0.430363224892438,4.76271851268441,1.90636769987373,9.54651047693772,0.980776318080882,-532.734530764782,ts2_flex_decay
7,-43.5832263669197,-4.02270694516659,1.06751521785983,4.21818832777104,-0.12317196710354,0.808479852231523,-1.12478129836966,-41.8374165387076,-172.52440968355,-0.00306627678704572,218.418745137263,0.362094048298572,13.5580199994419,0.940976463635336,-525.731306026012,ts2_flex_decay
8,-6.14274289285012,-0.421956179722202,-0.054721754731022,0.487343302891622,-0.0124346337842589,0.0453639943377198,-2.50023265813276,3.48320418247737,3.1773583898849602,-0.130877785174354,0.24450508485806,10.2256380048905,58.6064655850069,0.996421745101656,-471.474308513431,ts2_flex_decay
9,-13.7937893830993,6.81590906262131,4.16915786356722,-1.41298204650267,-0.726552817714007,0.58406113484601,-12.9300009156404,5.52089836995143,7.57028436008877,3.4698191971544,-5.45801287161703,0.15829837610431,-0.141451157908569,0.9300566130854,-556.16117086996,ts2_flex_decay
10,-8.94585856682014,1.42803388394608,0.919288787860697,0.230467772256311,-0.0638114908969883,-0.482734734426946,-4.65029771542588,-5.37483862135863,-22.7280949577659,0.199227541855599,29.1232524226287,1.12174088134914,6.9712622305125,0.950561258719718,-487.185550873147,ts2_flex_decay
11,-8.53301478187733,-0.593624962925715,2.11355424609571,0.621312947105392,-0.0550626795762977,-0.209109110668829,-4.63706338832124,0.838719120747518,0.377577848136354,0.380897923074678,1.38660861779036,0.953428387881975,3.91454933925508,0.904877628959809,-466.187501316401,ts2_flex_decay
