id,b0,bU,bE,bEv,bPN,bPR,ll,model
62,-2.49201136200545,-0.251125102375077,0.426810655965839,0.29078814320512,-0.137409192422875,-0.253772184071311,-658.85564162579,os_evidenceOnly
63,-1.66559821012319,-0.124347145313442,0.244236103614971,0.292088463501855,-0.192561691985968,-0.349273952099762,-669.863320915106,os_evidenceOnly
64,-1.97087938551114,-0.282517486476,0.815147346841296,0.15655139407665,-0.222933183552831,-0.209561551488082,-602.773963611207,os_evidenceOnly
65,-2.61463761324061,-0.639589654532405,0.543182716175949,0.331453643105026,-0.104644292773002,-0.0461500103506068,-670.182643045147,os_evidenceOnly
67,-2.3140015218785,0.764340960041704,0.367687778349427,-0.116832224058259,-0.135284291483188,-0.202817243276691,-754.202258299972,os_evidenceOnly
68,-3.95128408402259,0.122812737625272,0.8490423049394,0.174139211764714,-0.132112918300826,0.420794892397766,-637.644251001544,os_evidenceOnly
69,-2.54342433961987,1.04337248776453,0.635883638976307,-0.143298702012032,-0.208788910238661,-0.132077976384693,-676.016904924439,os_evidenceOnly
70,-2.60779877077544,1.41841221016609,0.86651768038144406,-0.436119130212073,-0.258740394563174,-0.0895556172986939,-561.074908515017,os_evidenceOnly
71,-2.57209601497136,-0.237749125090277,0.39726744376021,0.286029179456431,-0.136759918517678,0.0709729482985166,-671.785883451679,os_evidenceOnly
72,-2.75829933352812,-0.204801648182669,0.687570692353003,0.322997301403374,-0.127366463734611,0.149334654724245,-630.86997814435,os_evidenceOnly
73,-4.24314706556528,1.20640022559295,0.634815219520792,0.0262609501183577,-0.112760248234376,0.214071456416948,-618.911963222055,os_evidenceOnly
74,-2.24317951213132,-0.353292895960849,0.544808066442965,0.1985229415784,-0.142290618742672,-0.384141124231336,-687.186053277379,os_evidenceOnly
75,-3.13187293877032,0.442874655271044,0.623189867851213,0.167635904789396,-0.13526269560859,-0.206522223699242,-650.919110444109,os_evidenceOnly
76,-3.87479755341297,-0.860237410926827,1.52653155581304,0.314467945133791,-0.0499132481207374,-0.301226032480113,-485.014356992146,os_evidenceOnly
77,-2.41033715043647,0.0122405576825992,0.36241033742475,0.335020238103049,-0.132404328957296,-0.889218736947218,-615.50078817036194,os_evidenceOnly
78,-3.07293995151481,0.604605739994813,0.664574048391204,0.227600989590943,-0.158730446887821,-0.125872748367706,-599.411313581566,os_evidenceOnly
79,-1.95247689818408,-0.166219582206755,0.638167000151885,0.241502045925268,-0.192970610584945,-0.538568095487803,-617.064076025028,os_evidenceOnly
80,-2.55968635678106,1.40118815077097,0.702423825540413,-0.267864342936449,-0.222157943159248,-0.583466098108432,-665.522627375654,os_evidenceOnly
81,-2.17715147662799,1.10570001564072,0.52787619894571,-0.143610072916279,-0.190952137040585,-0.664935907052898,-654.979470009575,os_evidenceOnly
82,-4.27499488002004,-0.116131899419568,0.876711563766548,0.27581229072936,-0.0763796662123382,-0.176735707908041,-553.861151305504,os_evidenceOnly
83,-2.39804065199136,0.635296883710723,0.27212491366156,0.213057775601931,-0.133443742244717,-0.502056078377593,-659.654299350324,os_evidenceOnly
86,-4.5620711272239,1.73746107813356,1.037977534244,-0.344741377777877,-0.160907972095149,-0.463185261398075,-608.889921310752,os_evidenceOnly
87,-4.39592235048529,-0.0185202178505222,0.787418951608733,0.303357208267134,-0.050410388597778,0.34123445505931,-606.982825162205,os_evidenceOnly
88,-2.10551502546711,0.0202384870919708,0.570493774554634,0.0249056858894949,-0.177287474848241,0.125063004469663,-693.059402786758,os_evidenceOnly
89,-3.95341350982826,2.06470582542814,1.00534178290377,-0.382356136338338,-0.123034964898192,-0.397700208371619,-655.830728120545,os_evidenceOnly
90,-3.40594190677609,-0.845462057997939,0.47118797758613,0.461502567715434,-0.0403881689493966,-0.0236625572605614,-684.66186113777,os_evidenceOnly
91,-2.07788440952474,-0.216545653537826,0.911295667622058,0.248429009997328,-0.220710429041768,0.066233944251715,-565.824234152384,os_evidenceOnly
92,-1.75942417657201,-0.129405268108348,0.219716817114622,0.135570718125234,-0.152176991992449,-0.281729242391206,-728.580380409427,os_evidenceOnly
93,-2.75444789076375,1.75912193825188,0.708442348668821,-0.378010906268333,-0.222245645126099,-0.517906389456095,-564.389926111002,os_evidenceOnly
94,-1.58226136888716,0.088274722858276,0.567314359408001,-0.0820695324991897,-0.227421060283757,-0.3371229153429,-667.032037131915,os_evidenceOnly
95,-1.3479882075529,0.283177484640154,0.857324782877557,-0.0532926260635657,-0.223146199068004,-0.855217594727729,-611.422215595872,os_evidenceOnly
96,-1.29919073111268,0.117114805064251,0.556277427911694,-0.0929222145647963,-0.252118669950203,-0.0186326245110161,-691.630196182315,os_evidenceOnly
99,-3.17782437122148,1.57539693371421,0.410185698498134,-0.0660279893060266,-0.116662611971853,-0.69412451330408,-638.1009940876,os_evidenceOnly
100,-0.857755709743317,0.399498893430193,0.654784660162839,-0.143724837455953,-0.324223840506771,-0.629560117601097,-589.712652927271,os_evidenceOnly
101,-1.05112605655428,0.868249336236523,1.05801039624654,-0.516620993449532,-0.469444418985022,-0.265381586094736,-411.13108153923,os_evidenceOnly
102,-2.62583364906428,-0.500514852117784,0.502123709986606,0.418559841948192,-0.13441948265242,-0.00255162321413908,-648.633156180777,os_evidenceOnly
103,-5.33640518453405,-0.599475499145456,0.214505266435406,1.06875535252882,-0.010771377883314,0.0461255495535186,-489.294421080928,os_evidenceOnly
104,-3.58305506778448,0.306147972290284,0.631249398760028,0.028451568960739,-0.171183835361071,0.789886345041521,-694.676844551929,os_evidenceOnly
105,-3.55478979226959,0.00308850293192532,0.689011425720169,0.166676399281397,-0.0825078113399495,-0.219726935275496,-649.618265525981,os_evidenceOnly
106,-4.29222257180469,0.999020928944597,0.786681329684708,-0.0707915898580388,-0.0821875723784664,-0.064271649073542,-640.294428886656,os_evidenceOnly
107,-2.774215838909,0.463379420260339,0.709356326361721,0.031913833756764,-0.142847792987952,-0.915699097240243,-625.43162867617,os_evidenceOnly
108,-1.99258429351403,0.545180232159995,0.608173712727988,0.132402422348841,-0.199912128576761,-0.857084247857003,-620.325200905014,os_evidenceOnly
109,-2.44126800164394,0.707230669441304,0.39278583696879,-0.0112431132202699,-0.162572186173412,-0.438477330469899,-692.987182533195,os_evidenceOnly
110,-2.66160379170499,-0.22809885768448,0.511719752067541,0.364148660572491,-0.123780984754444,-0.0492632368359686,-669.852218323429,os_evidenceOnly
111,-4.20696956338632,-1.4915964724811,1.60076592586517,0.702983671511229,-0.105479383933733,-0.157654355042369,-435.154172642311,os_evidenceOnly
112,-2.72914500638733,0.96935856685679,0.629999991107067,-0.144670621363052,-0.170303105583752,-0.233123318209793,-668.651754602893,os_evidenceOnly
113,-5.43131524558375,2.55961368590328,0.652599457575844,-0.195783748378392,-0.096454458246401,-0.193837887892751,-600.666313765875,os_evidenceOnly
114,-1.81759642753344,0.427167300953831,0.697740154718404,-0.136204275381719,-0.258509041683341,-0.127848342489497,-677.386560578732,os_evidenceOnly
