id,b0,bU,bE,bEv,bC0_1,bC0_4,bN,bOC,bPN,bPR,alpha,ll,model
1,-8.33841816267307,1.3063381791461,1.75285460271848,-0.249471812506251,2.61069054423317,3.37785234573421,-2.78632415432651e-4,0.201870903276921,-0.0728141508117639,0.531548138572756,0.882369528035278,-532.300436167088,os_decay
2,-6.48187691123489,-0.0624247993100242,0.130636270139423,1.01224513678174,1.49638507504491,-0.295341217751917,0.19650503394677,1.18169283879605,-0.0747167844895703,-0.122885743994532,0.959895570569536,-524.686262489854,os_decay
3,-6.07619661352022,0.991251449008921,0.799393016112357,-0.116911988265229,0.846981670168594,-0.147188966009036,-0.00356415246329632,1.74650827757293,-0.0627111617505236,0.164642781281844,0.998194760386156,-584.488617491809,os_decay
4,-2.94528071874662,-1.83658041871013,-0.153127090321212,0.919987838308794,0.960136994399295,2.44253040630796,0.154468361410151,-0.377008238442403,-0.0559591840624139,-0.0366130410680706,0.999999999699533,-655.451998434373,os_decay
5,-8.53618203047142,0.0121253533387468,0.660881419395608,0.0202608000773019,3.81722609878402,4.55154449453493,0.20312425301752,0.369745751586325,-0.0321247984207835,0.524333085333953,0.934254413481587,-582.000941445353,os_decay
7,-5.12521489898035,0.279974611848103,1.09782733862653,0.114385916741067,1.54268460598057,0.768204471047764,-0.0542916204507048,1.14718954728904,0.0018777373893152,0.0135646124645637,0.878473048389993,-582.453772009832,os_decay
8,-9.76552874683582,2.92319595322767,1.09115250445353,-0.065124577466976,3.65485517881184,3.16762542027831,-0.0838619035556556,0.374628296886788,-0.0887475711834109,0.232151662918456,0.959439384647084,-517.730060566588,os_decay
9,-4.54071517293689,6.23841898852012e-4,0.969680246414637,0.185820699894118,1.04151092146528,-0.592222091916293,0.0355958694069662,0.300229922582776,-0.0865233950234994,0.501191465629872,0.966322208602453,-585.154594080534,os_decay
10,-10.1949998355848,1.6475759499936,0.967195671564868,0.0804929493706796,4.78109621546592,4.57622396245134,0.293058302835019,0.304936703330638,-0.0365944234242432,-0.487307403171603,0.914632130414992,-539.048835570802,os_decay
11,-9.11654355024462,0.3153586387337,1.89530505157474,0.291019840336119,1.16003719408381,1.6887590767724,0.307450889835189,0.126489184011556,-0.0603975634861212,-0.186531161599648,0.907159897873524,-452.266677983217,os_decay
12,-11.7378821777024,2.04292990282717,2.85046434292175,-0.668159488293887,4.29935170114067,1.98837253049406,-0.227412043001614,2.26333819592421,-0.042893634390928,0.799474136673278,0.890773321035911,-384.814874182856,os_decay
13,-12.717399789029,2.99628500912977,1.43146662590003,-0.512628056269698,5.78347784797197,5.13069757522988,0.0933849080012396,-0.0219922859584552,-0.00809004203899273,0.54133086283679,0.975396402223232,-534.023576275149,os_decay
14,-11.5107674271031,2.80325883516984,1.29249229205112,-0.00129519065598303,2.73426250044388,3.39690857660302,0.0171399720812427,0.416767442489132,0.00480822364214082,-0.091524874749081,0.932696080944756,-486.504604704468,os_decay
15,-9.57855820730814,0.327489217658652,0.67029866471047,0.653687597447999,4.17011966727159,5.04163230328322,0.268702025806594,-0.0725656873502132,-0.0513745590157833,0.493620907870745,0.921685920039171,-534.343849532455,os_decay
16,-4.57896295333112,0.129406918152656,0.649040408882131,0.213384960565761,0.983463138965299,0.568351393474444,-0.0209464242014438,0.75562623004965,-0.0570033701477817,-0.00583022678625667,0.930754355603035,-631.928469447067,os_decay
17,-6.8845194124037,1.61481447598995,1.21314757932042,-0.28487148037405,1.13835689863284,2.41983546467236,-0.0465424082667993,0.699718223135856,-0.0364369981244359,-0.0697170870677224,0.857345790988886,-565.548642587781,os_decay
18,-8.60627938860589,0.911366763791016,0.720493231240797,0.14582172148782,2.83189214099341,4.626082997081,-0.0503499845854035,0.346030444834775,-0.0165358046196175,0.444369504777041,0.978363069577576,-536.06135314923,os_decay
19,-6.67725046327865,0.335102601446727,1.72215852020021,0.183392164101994,0.384526553009277,0.408297322429103,0.180462877259146,0.184228737442393,-0.105263804610525,0.546752552150903,0.941798853350615,-473.55591115309,os_decay
20,-7.90111194100764,0.516238079732284,1.54992056772219,-0.146921025842813,1.46439591688188,1.09371469605697,0.0560489745026998,0.50697445709659394,-0.0294856079283294,0.60275896032279,0.940628028759193,-550.649478021083,os_decay
21,-10.1973147872602,1.04645359409254,1.38659605993623,0.0475784759209576,5.15882030326807,4.74766466319727,0.173910434431698,-0.0524450206950582,-0.0646643798423545,-0.0157876188779509,0.916372188189693,-512.638931875888,os_decay
22,-3.06588930838125,-0.212433997730953,0.0546499764982172,0.191794289705482,-1.19341226116905,-8.27213883573129,0.367318742283178,10.4422272587761,-0.2377764704976,-0.677712899597363,0.999999997983739,-424.571614999883,os_decay
23,-6.58882910142667,0.347163691985731,0.351257993045098,0.172496010837643,1.34433018800163,1.5198809479289,0.397561787671626,1.12333848677909,-0.159629633833824,1.10099236397841,0.999999998748091,-551.674352135603,os_decay
24,-11.020316929664,1.63217766128835,1.07939536211473,0.183926598740411,5.27244136911762,6.02224692906026,0.0713100102556889,-0.0792584587458086,-0.0365182320305317,0.00138435133868288,0.863276922479688,-502.871214656062,os_decay
25,-6.12428799311447,-0.0072050649252973,0.672700525676664,0.0960398612127801,1.80584483301629,1.99354087577556,0.0610017651874009,0.169754739981385,-0.0875426888552011,0.486545510954231,0.962895462804687,-610.19277183662,os_decay
26,-3.21005260684238,-1.46395803573846,0.785145004740079,2.74178787600815,-1.76273764257448,-1.18106391011453,0.0581492030444517,0.749951746080553,-0.137339106234373,0.809737287680369,0.868316753044294,-382.833369450681,os_decay
27,-4.30228506249308,-0.603557159026794,1.0473996412689,0.153880110077161,1.87807937517702,0.385482981335473,0.201854294852913,0.45658981441204,-0.114360738545772,-0.357492493925535,0.927772568949538,-546.638975949166,os_decay
28,-3.62058797194828,0.331270133352734,0.963617865476603,0.0753384075182978,0.617309050161509,0.24527265824782,0.243103645741302,1.8014717934799,-0.275191924423331,0.376513571268309,0.926023793494035,-489.047857645919,os_decay
29,-6.84960023393535,-0.654148589782441,1.72383379310118,0.368209259854019,2.00101311460578,1.95927301286585,0.146337681225803,0.180237421231947,-0.0348482023125457,-0.105468292634209,0.940368261365079,-460.714165809549,os_decay
30,-8.23360499962328,-0.584608165187179,1.41436280031996,0.704329715409124,3.29767715547557,3.90417313544261,0.0647740137543724,-0.634896344585793,-0.0363547395354671,0.0432290683244036,0.911608230837605,-470.198521241036,os_decay
31,-8.56343169778327,0.91209613716161,1.0580532543987,0.070925789385497,3.98180724697208,4.32225562673556,-0.0578185770175557,0.533180998785214,-0.0590497222765325,0.16494911730209,0.902554080991171,-503.809188923683,os_decay
32,-6.42540810249766,0.321436878723158,1.97200576837491,0.0689961400862091,-0.0747607986710613,0.578254166786076,0.0276267874868412,1.04094706655247,0.0331064709119076,0.589456456400223,0.866725330832017,-487.591419348121,os_decay
33,-7.29280297080421,-0.319084592985109,1.54694524959021,0.383857097568387,2.42559102967026,2.9001464419657,-0.108602634685541,0.300385544847608,-0.0502084062933725,0.113794556218915,0.846322650347319,-483.444217332888,os_decay
34,-5.13069060998466,0.682115244627484,1.07385594516159,-0.163360789930697,-1.55393657435436,-9.36288232680775,-0.0272377553486955,13.5815225878111,-0.116601368596394,1.07478350754077,0.950840504245076,-402.52714948573,os_decay
35,-10.324926752462,2.47566119692461,1.51321360907942,-0.129606856536319,2.71284560200666,4.39985467606825,0.0249364535438944,0.598391113966427,-0.0812124101804047,-0.0029827703340186,0.889882119742225,-471.786861738155,os_decay
36,-17.7012867935903,0.430932907224976,1.55695255924981,0.0694538060446235,11.2671857392842,12.4444401630358,-0.0922365409740748,0.542632366916845,-0.00570136050505742,0.0757876441788409,0.939974800500893,-368.566310946948,os_decay
37,-19.794131357755,-0.781683414662657,1.88557565721765,0.298138616404673,13.875512865202,14.2396755581922,0.225501179370722,0.338155228412932,-0.0566525023175605,0.0386165048397302,0.863692570128498,-311.24086434956,os_decay
38,-7.30315305267104,1.22113600082243,0.976784829719378,-0.124524945684617,0.966848363435282,-0.151819770430428,0.0243346449590204,0.741700808035862,-0.0706092718063581,0.595344955387211,0.989818533490013,-574.010740627569,os_decay
39,-6.10158651576673,-0.286188464627374,0.385792177617445,0.057366656364004,2.25632281127783,-3.34000859060482,0.225061852552919,3.65769891828725,-0.111041258331302,0.988647246961683,0.999999991622224,-515.190338562472,os_decay
40,-3.98209953455148,-2.13231412989789,0.529360870611001,1.23367741775711,1.37526411882342,0.0149120217455711,0.188495987762134,1.13673884646288,-0.115555124108154,-0.133642797453896,0.857056226840853,-507.451626956654,os_decay
41,-5.01155076724632,0.440473752286695,0.673592801236177,-0.0432540544275153,-0.180097468709193,-0.43264575672498,0.283851697876855,3.21031195991817,-0.157197942682262,0.495911210196382,0.999999999771783,-505.762900536739,os_decay
43,-6.791283770502,0.400263257599491,0.620960423142366,0.102762922492566,1.89262330658911,1.38529940551156,0.0205468562276745,0.798441630897798,-0.0140918250581849,0.63366802257823,0.999999949591318,-600.082713137412,os_decay
45,-4.39574642595729,-4.50228296037769,0.362902413407226,2.155552531316,0.944953073529672,1.04005008091101,0.0715288216601052,0.304932848421281,-0.02049985782617,-0.4034353346863,0.900810475031736,-473.217084399644,os_decay
46,-6.42595738036179,0.322527634941444,1.20943272108179,0.323911494344745,2.39691086274166,-0.463191372943699,0.150815387373351,2.41986283720494,-0.147272685071847,-0.0866638236557613,0.897850032220005,-456.828912931787,os_decay
47,-7.84563985423559,1.07694400945513,2.2685522082344,-0.399512776586404,1.23400585955672,0.75375453981479,1.0679192535905,-0.575906429438184,-0.287972531975666,0.48907108200956,0.935962937277699,-363.298986314477,os_decay
48,-5.87697623639005,-1.16174541402764,0.986953194597398,0.807223563975981,1.35123087264978,-0.624401438628777,0.07139912258578,1.92944515298788,-0.0278288495453382,-0.185938973090543,0.976899139626329,-441.534757366062,os_decay
49,-6.1222659286931,1.90942823072964,1.61763627789589,-0.212684535440218,1.57589540656529,-0.13410249377597,-0.166600830182033,1.89824232042963,-0.0801377225090698,0.23407667729067,0.943244912962912,-495.390697684206,os_decay
50,-5.3954171143602,-0.0450612788914827,1.42851620741209,0.64390660869206,0.273387324796986,-0.337691082698623,0.12153861738478,0.753560635347243,-0.103439358785081,0.460398877254796,0.905461574721699,-465.855197739342,os_decay
51,-4.89340952543465,0.408147217830881,0.991792696187497,-0.0380835345744796,1.90721228635619,-3.00446127097251,0.114823594263235,7.55754187540954,-0.16058078974687,-0.171737357013863,0.940445088477495,-427.198002080236,os_decay
52,-7.69407201792239,-0.505275877455831,1.94995300725677,0.572844598641088,0.670138026038566,0.752503300782107,0.229274564619831,1.37758468212741,-0.0385758828256881,0.16936388807421,0.950057943153179,-371.944946326214,os_decay
53,-7.86117911513772,1.7585977010179,1.27772275342713,-0.0788660580041269,1.98596927117283,2.95656299071736,-0.22791690439691,1.1939588050449,-0.0589830280115913,-0.212707992430631,0.937269847624798,-468.193972274519,os_decay
54,-6.9964162159604,1.04186323797921,0.89729316810931,0.144498794263017,1.61952581904869,2.99037684427589,0.130616791247722,0.0970545826706452,-0.00653045327245589,-0.351415101449193,0.920043593595547,-601.065604172831,os_decay
55,-13.2637718032597,1.51895089558383,2.63421964191022,-0.597604390762382,5.31570989793189,6.84862929645154,0.187435877243644,-0.0570280327092906,-0.143588561081967,0.823676216440274,0.816163865808622,-416.661612587114,os_decay
56,-2.4012658371876,0.13946976654223,0.623808014154286,0.102782591380882,0.319029108424395,-1.30044088567094,-0.030528262153371,6.57050185332376,-0.142440046306144,-0.385796243157442,0.870848050196717,-455.01267627291,os_decay
58,-9.46854876531031,1.93892768844965,2.60975400373716,-0.520069579083702,3.30279900170486,1.92315528387828,-0.177148913687634,1.79471143313449,-0.0557986401671256,0.27688503817278,0.980333518743029,-398.458029443381,os_decay
60,-10.6417620721072,1.34751919286126,1.85500655983933,0.0966077112670336,4.8845100282562,4.53718928294403,0.0561259722350539,-0.0142346835292038,-0.0420267068459928,0.781166291285151,0.761571391513007,-502.091921415218,os_decay
61,-27.3104810730636,0.8606381246202,1.25403484716871,0.185896259217262,19.9944082413279,19.8805397759798,-0.00304598345106806,0.589049492523108,-0.0582362820463637,-0.509791944066408,0.996927849801829,-321.146444258109,os_decay
62,-5.60037774207695,-0.111875307551833,0.894709598106271,0.212793314815873,1.28170223064092,1.21667067717475,-0.0817399492702324,0.687862609136511,-0.0709833516114348,0.415778989490284,0.975820935457352,-569.178651758183,os_decay
63,-6.30355308875826,-0.200113432000085,0.64669315588405,0.367632051514843,2.6458751659915,1.89821539888743,-0.0159045959622959,0.719282356692999,-0.0846877398443194,0.33424834687483,0.963861978531684,-555.352357750098,os_decay
64,-8.02852103649266,0.0983667176018045,1.31607466235934,0.19859801435612,3.15082768024291,1.83479915553134,0.120892807227683,1.30738687491891,-0.0632204616000635,0.545433206665081,0.970929948373898,-457.442889131683,os_decay
65,-5.42823978975923,0.286675053776985,0.638067033423705,0.236778653258632,0.431847391697351,-0.552418548918984,0.12985178328553,1.34580724065298,-0.0605673361381951,-0.120055847634289,0.999999997909697,-560.21911402727,os_decay
67,-7.9756658611495,1.48669850388371,1.10868856573552,-0.306155821770883,2.53004627156845,3.2382664759612,0.075048607036796,0.425779080882375,-0.0337083363905073,0.0801591166498976,0.895024095084111,-624.641181517048,os_decay
68,-8.62112831971045,-0.821057660845001,1.30226897234,0.564863370851107,2.68289842112163,3.22733321036728,0.152944813941197,-0.126461092761638,-0.0175754354697075,0.896168515257137,0.90871901010144,-526.427138491655,os_decay
69,-8.0030672700599,1.51521241648387,1.63034403424093,-0.294595877416093,2.23712368598198,2.8468834738603,0.0397939407076413,0.518696403751453,-0.0939602970716169,0.398110732825731,0.863704439102481,-550.259999686265,os_decay
70,-17.5547974141183,2.66977736890954,3.51550564455142,-0.930528737502599,9.23297180693608,9.45485940615678,-0.0287640696824865,-0.0479478115546669,-0.0165641936196958,0.671360878903115,0.863566923704789,-346.552080571721,os_decay
