id,b0,bU,bE,bEv,bC0_1,bC0_4,bN,bOC,bPN,bPR,ll,model
22,-3.06588267924411,-0.21243810372088,0.0546493545308913,0.191795143438564,-1.19341509371281,-8.27214606605031,0.367318717473552,10.4422318291857,-0.237776764712893,-0.677713569234357,-424.571614919732,os
23,-6.58883345690725,0.347167024281494,0.351258527269002,0.172495350715519,1.34432912322052,1.51987946701678,0.397561955871367,1.12333967049668,-0.159629703258716,1.10099383374432,-551.67435205555,os
24,-9.79797355050475,2.28744768799006,0.794567670996878,-0.171032046042095,4.66069721390503,4.90871312847718,-0.0283137036014972,0.204089488905024,-0.0342443969099101,-0.0549863529554268,-533.839986323129,os
25,-5.94822134164219,0.155855455135503,0.614510024433636,0.0480635327489948,1.8006736985238,1.83205913934714,0.0218210741911066,0.252044174807624,-0.0875891372571422,0.489545027596718,-613.592682717659,os
26,-2.61022231284701,-1.56758122903571,0.229700276606431,2.82521117516335,-1.80662127418444,-1.1561611177106,0.0480148353571857,0.769859654897156,-0.143945858090492,0.830234378312864,-394.69412163507,os
27,-4.12603015485837,-0.413775069523162,0.945470142012913,0.0523555772276198,1.80394476756976,0.338903922941247,0.172519027385983,0.484603896886576,-0.118491227491399,-0.343533665915756,-551.945587881091,os
28,-3.07809222546705,0.0650510226363364,0.666840384285757,0.248813680799075,0.541949754076701,0.0766874861384531,0.197479746874992,1.95813787306137,-0.277269752838444,0.341429300707929,-493.817696956267,os
29,-6.32703822531809,-0.696990456852446,1.48965525595303,0.340611525423993,2.03376673982039,1.87210966640851,0.101819806665882,0.278619354694671,-0.0366031659727169,-0.165312150832955,-471.824719606364,os
30,-8.25941803624717,0.998770914375702,1.44728022172884,0.053749721597991,3.03400599758203,3.3191278038932,-0.0356185006065422,-0.401366357673986,-0.0382127879197236,0.0686147044385931,-497.15809021858,os
31,-8.48585887957277,1.58357746222691,0.953174436206789,-0.225494480143647,4.01936443248918,3.97793259788599,-0.127211771924865,0.78400773278614,-0.0568391092436759,0.123954567980999,-520.815709973298,os
32,-5.83858799923454,0.870987775270014,1.63832586165357,-0.238966685315889,-0.157488057849154,0.122187262500236,-0.0490169343790053,1.3250413402184,0.021437419251822,0.618353471046563,-520.248972438478,os
33,-6.20871859167842,0.663256951846862,1.08841193671565,-0.0103477624543579,2.09567926999493,1.9207811156572001,-0.292798474159305,0.751089311340837,-0.0418337088957722,0.251628564810758,-530.847203954975,os
34,-4.90554657814358,0.835294325724891,1.00678828381189,-0.22095581035464,-1.68275068346369,-9.55328917749591,-0.058009328597724,13.7039636926198,-0.125442809914046,1.05193511931527,-404.743393014071,os
35,-8.24495913843955,2.4021322512443,0.884955896338327,-0.0718332674627242,2.30659783344709,3.09892501399936,-0.108563176596688,1.00817170148319,-0.0862658701238824,-0.158542098818799,-498.47850171707603,os
36,-19.6839524960008,1.43489096547709,1.60242325151905,-0.310517207657903,13.1151274715973,13.9638253203511,-0.135484030314504,0.676097541177313,-0.0165337783174478,0.0288700799271969,-378.892301739987,os
37,-28.7435541974417,-0.172411289323974,1.40810832884113,0.052112121003346,23.4565270140477,23.7451940093498,0.157954520539938,0.38451458524432,-0.0476189436486989,-0.00848948186188493,-335.20595863126,os
38,-7.18496000487465,1.20607341401189,0.930857928687022,-0.112763992123835,0.981514896171863,-0.195397943551066,0.0158997851837528,0.764855529599695,-0.0732131216143592,0.59851302705258,-574.519024966394,os
39,-6.101596024585,-0.286185635417316,0.385792700646175,0.0573661576985359,2.25632883699227,-3.33999652581057,0.225062168392341,3.65769470530685,-0.11104114052373,0.988648409911452,-515.190338162341,os
40,-3.81847296077641,-0.971543252429641,0.529640557208121,0.568040664786585,1.25634483177692,-0.0822462008024983,0.11704175956398,1.14111370743192,-0.127933288089885,-0.120951690116314,-535.464303683265,os
41,-5.01155471842889,0.440476971858487,0.673594105937828,-0.0432552409807579,-0.18009768913819801,-0.432645007329287,0.283851919076308,3.21031185271512,-0.157198092274013,0.495911446040686,-505.762900520627,os
43,-6.79128023702338,0.400260813843307,0.620959684765409,0.102763610308889,1.89262392640414,1.38529847488229,0.0205466881594657,0.79844198252203,-0.0140918196621153,0.633667378831299,-600.082712362295,os
45,-4.03636646083067,-2.75150282157789,0.267865696784224,1.35926415007557,0.976285381201249,0.609565883245447,-0.00947044616608569,0.532617161124368,-0.0268314810752991,-0.455556438512309,-506.511219697322,os
46,-4.87834982972833,0.273115020018761,0.748018986561496,0.322112887918267,1.89110828106011,-1.14780740727406,0.0316917884217256,2.66485187954318,-0.174637834225993,-0.124750075561273,-481.089617511377,os
47,-7.60348749148339,1.07751267042318,2.05555862126869,-0.379786853613947,1.22277736901761,0.728599435315551,1.04813182545351,-0.570925581958767,-0.29186472969934,0.530345678895317,-366.850319932527,os
48,-5.6855918734178,-1.21303302553312,0.904192816870682,0.804754954086729,1.34639698172426,-0.65516817469257,0.0500198201196418,1.95575710094654,-0.0268043417448487,-0.170082300107918,-443.15154129911,os
49,-5.7238199025226,1.8954281985807,1.47537596256894,-0.223737530185452,1.47716499134143,-0.341067039583751,-0.232507327816326,2.06089471078376,-0.0817218821813292,0.207377095028048,-500.629008513524,os
50,-5.34681597223971,0.453709761076778,1.26608364136049,0.383001436490484,0.351408591000517,-0.298795257594533,0.10646911916654,0.760612985105543,-0.106299236054105,0.431430497432852,-479.907249838034,os
51,-4.20062181587571,0.516126327904616,0.805215665044864,-0.0747479155875647,1.40818631643934,-3.63731980120183,0.0808624064624226,7.87006126624977,-0.18618251680857,-0.166651020977401,-432.684870183039,os
52,-7.4694476848446,-0.25155173090167,1.80924666383359,0.440697308816807,0.677331441850824,0.756871134625158,0.191169947529689,1.40024556786171,-0.0352878514502064,0.116207933229682,-377.522461655311,os
53,-6.97137404163826,1.91245075408757,1.01999998503669,-0.103374037254781,1.80075633812349,2.19381110555619,-0.333144633623107,1.51451852263935,-0.0658462095523197,-0.218076042003958,-479.16334184509,os
54,-6.70183447547107,1.2014558708894,0.685672482725008,0.0915120062191688,1.62130781935999,2.6984039695533,0.0895881506254483,0.301519089658666,-0.00204884296934643,-0.364981975803709,-610.913779535444,os
55,-11.3158174870933,1.35429336186737,1.40501725612096,-0.427137433516611,6.07679801450362,6.46325429640195,-0.0127767206028023,0.562361465319036,-0.145803861118306,0.604766175163598,-462.384770556076,os
56,-2.14609062247366,0.480900294406738,0.55295064700462,-0.0962503060622127,0.00865300003592586,-1.85656996936111,-0.0861814915357443,7.1927634977645996,-0.150382162928539,-0.375216164897819,-461.736627771945,os
58,-9.36885723194576,1.98204724674757,2.54675007571995,-0.532712157845307,3.28470576727636,1.83058327413884,-0.211715102127993,1.89499945869697,-0.0537035172315289,0.289993877998706,-399.365356080273,os
60,-8.12035310211228,1.31448739913009,0.706955520472191,-0.0591407177115077,4.17680264602582,3.63628819481637,-0.0678277920465004,0.220059740263266,-0.031531981513307,0.785431538187234,-577.57761747923,os
61,-27.6886205233331,0.876227649687087,1.2404120768147,0.183743045787181,20.3935262721813,20.2821799399882,-0.00447782672043737,0.589096861160133,-0.0586997253911544,-0.513774102124885,-321.181965558564,os
62,-5.42763589115821,-0.118460939970783,0.816342731507827,0.213692351520386,1.31808452294608,1.16025749612358,-0.107008598800871,0.739726040709851,-0.0716983288090698,0.423363957540624,-571.166696592938,os
63,-5.94182651430977,-0.098046643610994,0.58855882875772,0.304228035831841,2.63278489434843,1.63703019678613,-0.0673366804906649,0.85646614166719,-0.0900156271236251,0.283596002583399,-559.702143258994,os
64,-7.73452248587942,0.0416991521323039,1.19215911649914,0.22193685060469,3.11205488524783,1.72712160633278,0.0921990861138988,1.36565611400328,-0.069836324494816,0.577634655672996,-459.531585297364,os
65,-5.42824123059195,0.286676251640307,0.638067350270596,0.236778356734419,0.431848151521611,-0.552417412418696,0.129851849195101,1.34580706019476,-0.0605672720159625,-0.120057170816156,-560.219113947241,os
67,-7.15230721489243,1.52092375185802,0.670390412102714,-0.222529570298404,2.3459977147828,2.72420717015698,0.0224394740835711,0.582055160388123,-0.0373246412641101,0.170419762058899,-647.214344115333,os
68,-8.14708680597182,-0.140923802052064,1.09714898383064,0.275844353113579,2.64283204825556,2.74445997349278,0.0521491926866046,0.136436354041177,-0.0372877123237105,1.01497610094651,-546.531352412428,os
69,-6.79193668551134,1.71750932565588,1.01363381384996,-0.282961663140877,2.01326189681582,2.06027480221391,-0.0432598764243532,0.915578919287018,-0.0908848394499316,0.243741041865563,-580.840017697107,os
70,-15.7882636912339,2.24923018675307,2.34140103237367,-0.815108774650524,10.126021017575,9.73779614100994,-0.22937079398959,0.442675582016223,-0.0365704730160394,0.456380689959571,-396.574244673958,os
71,-5.29746845374943,-0.175627258052549,0.797704503229092,0.240449312527144,0.999733208202839,0.816392024543289,-0.113838717217216,1.14417241137835,-0.0604132881460998,0.44965773444233,-559.895324229336,os
72,-4.93373784935917,-0.0404518599990518,0.641701773719668,0.420492599124234,1.91497760720104,0.552623334198965,0.140784692674012,0.267519175316872,-0.0910163400177285,0.275695905122096,-570.788807172241,os
73,-8.01126944932477,1.83835145043317,1.23429893077928,-0.102287286896141,1.71727060605637,1.34390069572052,-0.15603782568987,0.994084776794652,-0.0521354031177285,0.622710305862586,-498.750632978552,os
74,-6.5835729370776,-0.0488316010614305,0.693764206362253,0.218094453931305,1.59148362707552,1.97692157500673,0.123330712319838,0.424674575054271,-0.0617188091379983,0.146316150108599,-583.137951273984,os
75,-5.87371437810234,0.713915210415785,0.79724754548308,0.221844980738309,1.42786997424973,0.943225107084171,-0.0535807829125547,0.67745631913968,-0.0750786826692851,0.283576951366058,-571.21060348704,os
76,-5.22096948059505,-0.563125120718558,1.59235191533548,0.255944309673256,0.569217452268967,0.972267179734627,0.1021745848055,0.0100692104123038,-0.0426820405455356,-0.261482116677524,-466.304488822649,os
77,-7.33440792917732,0.649115130694613,0.807008212475853,0.363638948964451,1.15912634078779,1.18595861858151,-0.152688602039837,1.22794383097486,-0.0564333959522766,0.209413377413545,-470.265417025671,os
78,-8.7446520888694,0.932574121599871,1.37802126879291,0.246599369007637,3.22729949008603,2.61715767547305,-0.148759708010149,1.06848102510638,-0.0234716223502877,0.88000768431018,-447.354401930776,os
79,-5.86558057697756,-0.0551761222718909,1.25303889469752,0.145307290754442,2.28820444969851,1.45589961697833,-0.125425455345351,1.00837533445578,-0.0989895219200427,0.084398988494636007,-498.668199298779,os
80,-8.25979969892957,1.80187806561085,0.962924753580203,-0.287241413937035,3.6623598008966,3.69411517453008,-0.0274938686787133,0.220750248791203,-0.0940303313956252,-0.150920391556626,-594.297130393302,os
81,-11.6563460370211,1.61925874652622,1.48379546308902,-0.218896446782597,6.6205620269401,5.80295596937569,-0.213898204252005,1.04456412526481,0.00697079633628903,0.181975672780503,-472.326616240395,os
82,-6.87378211420487,-0.280261172892075,1.15119035846332,0.368253140942036,1.25646512994638,2.44729542085394,-0.0373406262541606,0.13670996920582,-0.0420696101388894,0.0915767841907027,-481.899332210724,os
83,-15.0578143811336,1.46630552295772,1.44517789738366,0.528109628047122,7.80994578669542,8.47364708332902,-0.102872619490299,0.928395382592632,0.0159288904524259,0.194761782091603,-390.194294525217,os
86,-10.0028023880678,1.91704908365558,1.24798249913813,-0.262829437321428,2.61109369759695,2.26065201279082,-0.0715901483644825,0.520471163212203,-0.0302052072562823,0.406896819417193,-509.45033334775,os
87,-5.70080491752443,0.00335295528555017,1.1498225434788,0.228363711660479,1.40199343338555,0.133441220562695,-0.115774786059957,0.319403677092024,-0.0231019125730527,0.547676960783926,-564.236792696336,os
88,-3.92140475789561,0.230804172049364,0.792046429276205,-0.067289233007022,0.289838113700896,-0.535186590571941,-0.069631876834088,1.85505922053577,-0.0917891636429153,0.403513732457426,-609.574498611934,os
89,-8.31495810782333,2.78106236682379,1.67467927900489,-0.448079179342036,2.16432201574184,2.08350495357889,-0.149868158394387,0.95293561119445,-0.0304813471140502,0.321279244933446,-531.397480036225,os
90,-6.19773144229658,-0.149688507021639,0.549146096368362,0.420525850263642,0.897615077006485,0.676565542005553,0.115293477638407,0.38639838443045,-0.0187257246943635,0.116175417796483,-608.174443146916,os
91,-4.66676940092553,-0.44224672566266,1.33472755159693,0.286965407671413,1.92157912973511,0.380793680989783,-0.0774068694851272,2.4190511060431,-0.071989473779023,0.0649907205425616,-447.280198052744,os
92,-5.69402512688914,-0.294774130882961,0.311068887920646,0.148436636787629,1.73228246507462,1.83190246080191,0.0267760682864542,0.554301093747867,-0.0587208537508797,0.63747716943786,-636.416848224504,os
93,-39.2404719524763,-0.380872114390159,0.856579520413721,1.14052813066225,33.1742260686229,33.4359795783514,-0.0805913787334377,0.422794907288303,-0.0440856637166825,0.350232384642945,-317.480471196335,os
94,-6.7966337473038,-0.0717319434699332,1.03087610072469,-0.111501052063974,3.39892625191112,2.0235102395238602,-0.139527090801925,1.27826882519505,-0.0376350436192162,-0.248634297409045,-523.278709195305,os
95,-5.05626311002464,0.757193021816629,1.29082081887286,-0.0796037202418322,1.55784018056258,1.01745898821538,-0.0513965413286511,3.51525426228133,-0.0813064519559751,-0.549045098562553,-464.984716343327,os
96,-5.38565823592265,1.14435728132519,0.519994118240298,-0.181843789631169,-1.08477443880132,-2.2854332551576,0.185324431604817,5.35306857508514,-0.176983627831479,0.296541577859271,-486.359128934793,os
99,-7.58968763184927,1.29934573314406,0.698177134433098,0.166125693783478,3.49568011948566,3.91377257004207,-0.156237871340036,0.202851272840918,-0.0327655098537983,-0.0182674103793959,-522.577583421156,os
100,-13.8740964871432,1.38045715682636,1.24027825303171,-0.286713974370001,7.91876471849048,6.32393346175685,0.0738755166222845,1.01626938115311,-0.0926935032672693,-0.0567928990807834,-421.065120946467,os
101,-162.223249722346,0.0697190448058497,1.85928600735871,1.98599354645089,150.806927312116,150.594969109227,2.14621248820564,-0.360208102747454,-0.105556641518894,1.18784896096162,-127.424669968208,os
102,-5.09433573294675,-0.562808305613191,0.792469289200613,0.432737266665896,0.920977855733391,0.225896525016809,-0.0448731321990024,1.15776740584639,-0.0766440491478126,0.355334668138177,-545.489832089671,os
103,-5.66013858678337,-0.397396074761306,0.267529456950696,1.05372169144848,0.278009407094006,-0.394644931444011,-0.0595484861950547,0.434319116573532,-0.00721626679488027,-0.137000483926509,-470.383761843647,os
104,-11.0839251809184,1.29672718446195,1.17607724071552,-0.137241991794499,4.3588962097657,4.16671629005827,0.0963540505356371,0.411945184826886,0.0112495117790231,0.582878186822591,-542.425639132536,os
105,-5.53880871040293,0.218739173619115,0.726860157285418,0.16487055325947,1.31145105507914,0.386532550262055,0.0229653793425503,0.295167352194359,-0.030536552865818,0.0174291759236311,-612.323763605412,os
106,-6.95147980489903,0.79187587065725,1.27842317931465,-0.0323103728425022,2.06412476972244,1.35848657963304,-0.170243732951496,0.596510628387163,-0.0115656396544582,-0.0381782451548452,-532.12996113462,os
107,-7.96429823606431,1.01916820653558,1.21419411651518,0.0290295957002624,1.77819635649583,2.69045055118042,-0.126819122619583,0.674937353192878,-0.0346461539134239,-0.0651045348528543,-501.879841046112,os
108,-9.11863800589955,1.42443471933798,1.27931053559883,0.073439532037988,3.53822173027201,3.64968524520207,-0.00780512865243782,1.14881530136711,-0.0673698306528711,-0.0825821900718229,-461.059943455833,os
109,-7.26194982427427,1.12750829033284,0.573861564520782,-0.0549257409035479,1.66844638135411,2.54167670212385,0.0440643153124382,0.550655533325938,-0.0588514624661146,-0.00645869852596058,-588.297376210177,os
110,-5.35457225254243,0.398818063241508,0.463646939619188,0.443294234550896,0.717898521880101,0.567281654666834,0.163185124073013,0.581264297651254,-0.115978810894205,0.160407877795393,-583.033862812398,os
111,-5.75819284093472,-1.61144615445912,1.86167435435316,0.686924103601063,1.19523945687557,1.09767732323584,-0.0566166522043314,0.214901816114954,-0.0664515417661398,0.12664489164463,-407.500818006603,os
112,-6.18244823407675,1.45688953770044,1.07320744056897,-0.22479276484278,1.88010433101552,1.93312958289293,-0.150328397839861,0.68222648517342,-0.0539074370895098,0.0468850618915203,-575.335038165004,os
113,-10.6422259602277,3.56017636588328,0.866198094857426,-0.0627987363260365,1.77083595926794,1.8582659276115,-0.127727047184706,0.825102972297035,-0.0199548547310307,0.643067367864266,-473.951215342895,os
114,-7.03282261201639,1.1053755466538,0.798064132866797,-0.187213188916894,2.40060639822635,3.2438489900717,0.14910953371135,0.336266235519221,-0.160359945378246,0.123881608493137,-591.516902865055,os
